,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,room_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
192,20001,65.0,1,1.0,1.0,2.0,Real Bed,f,t,Apartment,Shared room,flexible,f,1,1,0,2,Washington,0.5,11,41,71,346
193,20001,290.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,32,3,Washington,2.0,19,49,79,354
194,20001,725.0,6,1.0,1.0,3.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,1,1,0,5,Washington,2.0,27,57,87,87
195,20001,109.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,strict,f,1,1,5,1,Washington,2.0,0,1,31,306
196,20001,99.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,3,1,Washington,2.0,11,30,60,335
197,20001,569.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,16,190,0,3,Washington,3.0,30,60,90,365
198,20005,120.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,3,3,Washington,2.0,0,0,0,62
199,20001,290.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,1,1,Washington,1.0,0,0,0,0
200,20001,145.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,5,1,Washington,3.0,4,11,34,34
201,20001,210.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,5,5,87,1,Washington,4.0,12,42,72,347
202,20001,90.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,flexible,f,1,1,2,1,Washington,1.0,17,43,65,340
203,20001,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,t,1,1,2,1,Washington,2.0,10,28,58,58
204,20001,399.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,t,1,1,16,1,Washington,4.0,30,60,90,365
205,20001,239.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,0,4,Washington,2.0,30,60,90,365
206,20001,150.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,flexible,f,1,1,4,1,Washington,2.0,0,0,0,74
207,20004,199.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,1,7,Washington,1.0,11,11,11,92
208,20001,135.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,2,27,5,Washington,2.0,10,10,10,230
209,20004,295.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,20,1,Washington,4.0,25,55,85,360
210,20001,429.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,19,206,0,3,Washington,1.6666666666666667,17,46,46,72
211,20005,400.0,8,2.5,4.0,4.0,Real Bed,f,t,House,Entire home/apt,strict,f,4,5,26,3,Washington,2.0,7,19,42,278
212,20001,295.0,6,2.0,2.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,strict,t,4,6,43,1,Washington,2.0,4,21,51,321
213,20001,179.0,4,1.5,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,163,2,Washington,2.0,7,21,48,305
214,20005,309.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,23,4,Washington,2.0,18,48,78,353
215,20001,90.0,3,2.0,1.0,2.0,Real Bed,f,f,Apartment,Private room,moderate,f,1,1,0,6,Washington,1.5,0,0,0,56
216,20001,43.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Shared room,flexible,f,1,1,10,1,Washington,2.0,0,0,0,233
217,20001,120.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,1,0,2,Washington,1.0,0,0,0,28
218,20005,269.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,5,2,Washington,2.0,19,43,73,348
219,20037,150.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,2,2,73,2,Washington,2.0,1,25,55,223
220,20001,269.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,3,3,Washington,2.0,30,60,90,365
221,20001,185.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,41,49,8,3,Washington,4.0,29,59,89,364
222,20001,120.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,t,1,2,1,7,Washington,2.0,0,0,0,30
223,20001,220.0,8,2.0,2.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,2,4,0,1,Washington,2.6666666666666665,15,34,57,321
224,20001,99.0,3,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,4,3,"Washington, D.C.",1.5,0,2,2,2
225,20001,99.0,2,1.0,1.0,1.0,Real Bed,f,f,Condominium,Private room,strict,f,1,1,0,1,Washington,2.0,25,49,74,161
226,20001,250.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,2,11,6,1,Washington,2.0,30,60,90,365
227,20001,249.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,4,3,Washington,2.0,30,60,90,365
228,20001,259.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,19,206,2,3,Washington,1.5,27,27,27,27
229,20001,300.0,5,2.0,2.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,2,1,Washington,2.5,0,7,19,293
230,20001,289.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,1,5,Washington,3.0,30,60,90,365
231,20001,200.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,15,1,Washington,2.0,13,40,70,345
232,20001,249.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,0,3,Washington,2.0,30,60,90,365
233,20001,81.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,1,1,Washington,1.0,0,0,0,40
234,20001,200.0,2,1.0,1.0,1.0,Real Bed,f,f,Condominium,Entire home/apt,flexible,f,1,1,0,2,Washington,2.0,14,44,66,66
235,20001,194.0,8,1.0,2.0,4.0,Real Bed,t,t,Apartment,Entire home/apt,strict,t,2,2,8,1,Washington,2.0,6,36,66,156
236,20001,89.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,strict,f,1,1,3,3,Washington,2.0,0,0,0,237
237,20001,159.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,Entire home/apt,strict,f,1,1,18,4,Washington,2.0,4,15,28,296
238,20005,85.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,t,1,1,1,3,Washington,2.0,0,0,0,0
239,20001,100.0,4,1.0,1.0,1.0,Real Bed,t,t,Apartment,Entire home/apt,strict,f,1,1,18,1,Washington,4.0,0,0,0,0
240,20001,189.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,0,3,Washington,2.0,16,16,16,290
241,20002,150.0,3,2.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,1,1,Washington,3.0,28,58,88,363
242,20001,175.0,5,1.0,2.0,3.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,t,1,1,2,2,Washington,1.6666666666666667,12,35,58,317
243,20001,120.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,Entire home/apt,flexible,f,1,1,1,4,Washington,2.0,9,30,60,313
244,20005,155.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,1,2,Washington,3.0,6,23,23,284
245,20001,629.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,16,190,0,3,Washington,2.5,30,60,90,90
246,20001,311.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,19,206,3,3,Washington,1.6666666666666667,13,43,43,43
247,20005,571.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,16,190,0,3,Washington,3.0,30,60,90,365
248,20001,339.0,6,2.0,2.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,1,2,47,3,Washington,3.0,13,43,73,348
249,20001,210.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,5,5,28,1,Washington,2.0,7,37,67,342
250,20001,299.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,2,4,Washington,2.0,24,54,84,359
251,20001,170.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,Private room,flexible,f,2,2,18,1,Washington,2.0,23,53,83,358
252,20004,135.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,3,3,0,1,Washington,1.0,4,18,32,304
253,20001,245.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,t,4,6,3,1,Washington,2.0,5,32,62,337
254,20001,249.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,1,3,Washington,3.0,30,60,90,365
255,20001,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,strict,f,2,3,5,1,Washington,2.0,18,46,76,351
256,20001,149.0,4,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,3,3,0,3,Washington,4.0,30,60,90,365
257,20005,99.0,1,1.0,1.0,1.0,Real Bed,f,f,House,Private room,strict,f,2,2,8,3,Washington,1.0,24,49,79,354
258,20001,295.0,6,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,t,4,6,50,1,Washington,3.0,5,21,45,303
259,20001,400.0,6,2.0,2.0,2.0,Real Bed,t,t,Apartment,Entire home/apt,flexible,f,2,2,0,1,Washington,3.0,3,3,3,143
260,20001,65.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,flexible,f,1,1,0,1,Washington,1.0,0,0,0,42
261,20001,99.0,1,1.0,1.0,1.0,Real Bed,t,t,Apartment,Entire home/apt,strict,f,2,2,54,4,Washington,1.0,0,15,45,320
262,20001,179.0,8,1.0,2.0,4.0,Real Bed,t,t,Apartment,Entire home/apt,strict,t,2,2,35,1,Washington,2.0,3,16,29,203
263,20001,150.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,53,1,Washington,4.0,2,8,38,284
264,20001,140.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,4,2,Washington,4.0,6,10,19,288
265,20001,179.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,2,6,1,2,Washington,3.0,8,20,50,325
266,20001,135.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,2,2,4,2,Washington,1.0,7,24,54,329
267,20001,250.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,0,4,Washington,1.5,8,8,8,8
268,20001,95.0,2,1.5,1.0,1.0,Real Bed,f,f,House,Private room,flexible,f,1,1,44,1,Washington,2.0,0,0,17,17
269,20037,170.0,6,1.0,2.0,2.0,Real Bed,t,t,Townhouse,Entire home/apt,moderate,t,3,3,2,2,Washington,3.0,4,19,48,48
270,20005,299.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,5,4,Washington,2.5,28,58,88,363
271,20005,150.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,strict,f,1,1,1,7,Washington,2.0,0,0,0,115
272,20001,250.0,4,1.5,1.0,1.0,Real Bed,f,f,Loft,Entire home/apt,strict,f,5,5,12,1,Washington,4.0,13,41,71,346
273,20001,105.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,Entire home/apt,flexible,f,1,1,11,1,Washington,2.0,0,0,0,0
274,20001,120.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,3,1,Washington,3.0,0,11,37,37
275,20005,399.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,16,190,0,3,Washington,3.0,30,60,90,365
276,20001,629.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,16,190,0,3,Washington,2.5,30,60,90,365
277,20001,569.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,16,190,0,3,Washington,3.0,30,60,90,90
278,20001,70.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,1,9,1,Washington,2.0,0,1,31,36
279,20001,110.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,6,2,Washington,2.0,1,20,50,50
280,20001,259.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,19,206,4,3,Washington,1.5,27,27,27,27
281,20001,99.0,2,1.5,1.0,1.0,Real Bed,t,t,Apartment,Private room,flexible,f,1,1,12,3,Washington,2.0,0,0,0,9
282,20001,289.0,8,1.5,3.0,3.0,Real Bed,f,t,House,Entire home/apt,moderate,f,4,4,14,1,Washington,2.6666666666666665,13,40,70,345
283,20005,124.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,3,3,4,Washington,2.0,0,0,17,292
284,20037,259.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,1,4,Washington,2.0,30,60,90,365
285,20037,80.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,3,4,0,1,Washington,2.0,9,21,51,51
286,20037,96.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,12,3,Washington,2.0,0,0,14,289
287,20037,189.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,29,32,47,2,Washington,2.0,7,31,61,336
288,20037,289.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,0,4,Washington,3.0,29,59,89,179
289,20052,299.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,0,4,Washington,3.0,30,60,90,365
290,20037,170.0,6,1.0,2.0,2.0,Real Bed,t,t,Townhouse,Entire home/apt,moderate,t,3,3,9,2,Washington,3.0,8,27,57,57
291,20037,130.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,0,2,Washington,2.0,2,6,10,37
292,20037,149.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,2,4,Washington,4.0,0,10,19,118
293,20037,259.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,19,206,0,3,Washington,1.5,27,57,57,57
294,20037,349.0,6,2.0,2.0,3.0,Real Bed,f,t,House,Entire home/apt,strict,f,1,1,19,2,Washington,2.0,0,20,50,320
295,20037,78.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,strict,t,6,6,8,1,Washington,2.0,1,7,35,310
296,20006,125.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,2,1,1,Washington,2.0,2,8,24,27
297,20037,95.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,strict,t,3,3,7,1,Washington,2.0,5,18,33,170
298,20037,130.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,2,2,19,2,Washington,2.0,8,31,55,62
299,20037,72.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,moderate,f,3,3,22,2,Washington,2.0,15,45,75,350
300,20037,175.0,4,1.0,1.0,2.0,Real Bed,f,t,Condominium,Entire home/apt,strict,f,1,2,3,14,Washington,2.0,0,0,0,156
301,20037,246.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,19,206,1,3,Washington,1.5,27,57,57,57
302,20006,140.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,8,1,Washington,3.0,0,8,8,68
303,20036,65.0,2,1.0,0.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,2,1,Washington,1.0,0,0,0,76
304,20006,125.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,Entire home/apt,strict,f,1,1,42,2,"Washington, D.C.",2.0,0,0,0,0
305,20037,85.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,2,1,Washington,4.0,0,0,0,153
306,20037,309.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,3,3,Washington,3.0,28,58,88,178
307,20037,569.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,16,190,0,3,Washington,3.0,30,60,90,90
308,20037,150.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,1,2,Washington,2.0,0,8,17,170
310,20037,154.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,3,3,35,2,Washington,2.0,6,20,42,268
311,20037,165.0,4,1.0,1.0,2.0,Real Bed,f,t,House,Entire home/apt,moderate,t,3,3,17,2,Washington,2.0,3,24,54,307
312,20037,149.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,29,32,25,3,Washington,1.5,8,31,61,329
313,20007,104.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,16,16,2,1,Washington,2.0,7,32,62,320
314,20007,125.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,5,2,Washington,1.0,0,26,56,331
315,20037,259.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,19,206,0,3,Washington,1.5,6,6,6,6
316,20036,155.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,0,1,Washington,3.0,7,36,66,156
317,20052,259.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,2,4,Washington,2.0,30,60,90,365
318,20052,189.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,2,8,30,6,Washington,3.0,15,45,75,350
319,20037,110.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,12,1,Washington,4.0,0,0,0,0
320,20006,58.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,strict,t,6,6,14,1,Washington,1.0,13,36,63,194
321,20037,68.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,Entire home/apt,strict,f,1,1,7,4,Washington,2.0,0,0,0,90
322,20037,309.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,5,4,Washington,2.0,30,60,90,365
323,20037,160.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,4,4,1,5,Washington,2.0,0,0,0,274
324,20037,80.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,1,0,1,Washington,1.0,14,44,74,349
325,20037,569.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,16,190,0,3,Washington,3.0,30,60,90,90
326,20037,103.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,3,4,0,1,Washington,4.0,10,37,67,67
327,20037,629.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,16,190,0,3,Washington,2.5,30,60,90,365
328,20037,324.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,19,206,5,3,Washington,1.6666666666666667,27,27,27,27
329,20052,90.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,2,7,Washington,2.0,0,0,3,278
330,20037,329.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,8,3,Washington,2.0,27,57,87,362
331,20037,299.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,3,3,Washington,2.0,27,51,81,356
332,20037,349.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,10,4,Washington,2.5,29,56,86,361
333,20037,95.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,0,1,Washington,3.0,0,0,0,96
334,20037,189.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,2,8,22,6,Washington,3.0,9,39,69,344
335,20037,324.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,19,206,2,3,Washington,1.6666666666666667,27,27,27,27
336,20037,100.0,4,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,1,4,Washington,4.0,0,0,0,230
337,20037,299.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,2,3,Washington,2.0,0,0,4,279
338,20037,215.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,0,2,Washington,4.0,0,0,0,2
339,20037,319.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,10,4,Washington,2.5,24,54,84,359
341,20037,209.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,3,5,Washington,3.0,2,32,62,337
342,20037,249.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,0,4,Washington,2.0,30,60,90,365
343,20037,329.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,0,4,Washington,2.0,30,60,90,365
344,20006,99.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,t,3,3,6,1,Washington,2.0,5,20,47,321
345,20037,324.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,19,206,2,3,Washington,1.6666666666666667,24,24,24,24
346,20037,168.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,3,3,0,2,Washington,2.0,0,22,44,306
347,20037,215.0,4,1.5,2.0,2.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,2,2,Washington,2.0,0,0,0,127
348,20037,159.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,9,3,Washington,2.0,25,55,85,360
349,20037,629.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,16,190,0,3,Washington,2.5,30,60,90,90
350,20037,629.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,16,190,0,3,Washington,2.5,30,60,90,90
351,20037,89.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,Private room,moderate,f,1,1,1,2,Washington,2.0,2,12,29,85
352,20037,36.0,1,1.0,1.0,1.0,Pull-out Sofa,f,f,Apartment,Shared room,moderate,f,3,3,30,1,Washington,1.0,16,44,74,349
353,20037,100.0,2,1.0,0.0,1.0,Real Bed,f,f,Loft,Entire home/apt,flexible,f,1,1,0,1,Washington,2.0,1,1,1,1
354,20037,115.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,moderate,f,1,1,10,1,Washington,2.0,6,31,53,311
356,20037,100.0,1,1.0,1.0,1.0,Airbed,f,f,House,Private room,flexible,t,1,1,0,1,Washington,1.0,0,0,0,25
357,20037,189.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,0,5,Washington,3.0,30,60,90,365
358,20037,159.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,2,3,Washington,2.0,25,55,85,360
359,20037,100.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
360,20037,100.0,1,1.0,1.0,1.0,Real Bed,f,f,House,Private room,flexible,f,1,1,28,1,Washington,1.0,25,51,81,356
361,20037,160.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,4,4,6,3,Washington,2.0,12,30,60,150
362,20037,130.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,0,1,Washington,2.0,0,0,1,5
363,20037,125.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,24,2,Washington,2.0,3,3,3,118
364,20037,115.0,3,1.0,0.0,2.0,Real Bed,t,t,Apartment,Entire home/apt,moderate,f,1,2,63,2,Washington,1.5,2,7,25,274
365,20037,189.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,6,3,Washington,2.0,8,21,51,51
366,20037,140.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,2,2,0,1,Washington,2.0,16,46,76,185
367,20037,1000.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Shared room,flexible,f,1,1,0,2,Washington,2.0,0,0,0,0
368,20037,165.0,3,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,19,1,Washington,1.5,0,0,0,189
369,20006,115.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,4,2,Washington,2.0,0,7,22,22
371,20037,132.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,2,41,1,3,Washington,2.0,0,0,0,0
372,20036,189.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,10,1,Washington,2.0,11,16,33,308
373,20037,79.0,1,1.0,1.0,1.0,Airbed,f,t,Loft,Private room,flexible,f,1,1,0,1,Washington,1.0,0,0,0,116
374,20037,239.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,1,3,Washington,2.0,30,60,90,365
375,20037,150.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,4,4,3,7,Washington,2.0,1,31,61,61
376,20006,96.0,3,1.0,0.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,6,3,Washington,1.5,0,1,31,302
377,20037,139.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,2,6,4,Washington,2.0,12,12,12,12
378,20006,99.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,Entire home/apt,moderate,f,1,1,21,2,Washington,2.0,2,10,35,120
