,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,room_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
630,20001,300.0,6,3.0,2.0,2.0,Real Bed,f,t,Townhouse,Entire home/apt,strict,f,1,1,1,1,Washington,3.0,2,2,2,276
631,20009,108.0,3,1.0,0.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,1,1,Washington,1.5,19,49,79,354
632,20001,300.0,6,2.5,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,0,4,Washington,3.0,0,0,0,76
633,20005,75.0,4,1.0,1.0,2.0,Real Bed,f,t,House,Private room,flexible,f,1,1,4,1,Washington,2.0,4,19,38,38
634,20001,120.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,15,1,Washington,2.0,0,0,0,8
635,20005,249.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,0,4,Washington,2.0,30,60,90,365
636,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Shared room,flexible,f,1,1,1,1,Washington,2.0,23,53,83,358
637,20005,125.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,27,2,Washington,4.0,13,43,73,348
638,20001,145.0,1,1.0,0.0,1.0,Futon,f,t,Apartment,Entire home/apt,flexible,f,1,1,2,1,Washington,1.0,17,43,73,348
639,20005,330.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,2,2,17,2,Washington,2.0,0,0,0,35
640,20001,60.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,moderate,f,1,1,6,2,Washington,1.0,4,7,7,98
641,20001,69.0,2,1.5,1.0,1.0,Pull-out Sofa,f,t,House,Private room,flexible,f,1,1,77,1,Washington,2.0,21,51,64,232
642,20001,130.0,4,1.0,1.0,2.0,Real Bed,t,t,Apartment,Private room,moderate,f,5,5,15,3,Washington,2.0,16,42,67,342
643,20005,129.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,Entire home/apt,flexible,f,1,1,71,3,Washington,2.0,5,9,13,143
644,20005,249.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,0,4,Washington,2.0,30,60,90,365
645,20005,79.0,6,1.0,1.0,3.0,Real Bed,f,f,Condominium,Entire home/apt,moderate,f,6,6,2,1,Washington,2.0,7,31,61,61
646,20005,164.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,2,2,23,2,Washington,2.0,0,0,21,261
647,20005,164.0,6,2.0,2.0,3.0,Real Bed,f,f,Condominium,Entire home/apt,moderate,f,6,6,0,1,Washington,2.0,15,41,71,71
648,20001,299.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,9,1,Washington,2.0,26,56,86,357
649,20005,130.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,10,2,Washington,2.0,0,0,0,166
650,20001,125.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,8,2,Washington,2.0,0,0,0,275
651,20001,190.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,flexible,f,1,1,0,2,Washington,2.0,15,15,15,15
652,20001,125.0,2,1.5,1.0,1.0,Real Bed,f,f,Townhouse,Private room,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
653,20001,65.0,2,1.0,1.0,1.0,Real Bed,f,f,House,Private room,moderate,f,3,3,3,3,Washington,2.0,23,48,78,353
654,20005,75.0,2,1.5,1.0,1.0,Real Bed,t,t,House,Private room,moderate,f,1,1,15,2,Washington,2.0,0,0,0,0
655,20009,85.0,1,2.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,1,1,1,Washington,1.0,0,0,0,174
656,20005,229.0,5,2.0,2.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,19,206,0,3,Washington,1.6666666666666667,17,47,47,47
657,20001,500.0,15,3.0,6.0,9.0,Real Bed,f,t,House,Entire home/apt,strict,f,18,26,41,1,Washington,1.6666666666666667,10,29,59,332
658,20005,250.0,6,1.0,1.0,4.0,Real Bed,f,t,Apartment,Entire home/apt,strict,t,1,1,6,1,Washington,1.5,15,45,75,164
659,20001,117.0,5,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,6,6,Washington,2.5,0,0,0,0
660,20001,298.0,11,2.5,3.0,3.0,Real Bed,f,t,House,Entire home/apt,strict,t,3,3,69,2,Washington,3.6666666666666665,8,29,59,149
661,20001,200.0,6,1.0,2.0,4.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,18,26,8,1,Washington,1.5,9,26,56,325
662,20005,110.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,4,4,0,1,Washington,2.0,5,23,50,63
663,20005,120.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,t,4,4,38,1,Washington,2.0,7,23,52,327
664,20001,450.0,10,3.0,3.0,6.0,Real Bed,t,t,Apartment,Entire home/apt,strict,f,5,5,6,2,Washington,1.6666666666666667,12,38,63,338
665,20001,99.0,4,1.0,1.0,2.0,Real Bed,t,t,Apartment,Entire home/apt,strict,f,1,1,54,2,"Washington, D.C.",2.0,2,8,31,302
666,20001,275.0,8,0.0,2.0,4.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,7,2,Washington,2.0,4,4,13,104
667,20005,185.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,Private room,strict,f,41,49,0,2,Washington,2.0,29,59,89,364
668,20001,120.0,5,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,t,1,1,2,1,Washington,2.5,0,6,16,17
669,20005,150.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,4,1,Washington,2.0,0,4,14,255
670,20001,121.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,2,1,Washington,3.0,6,16,42,316
671,20005,75.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,flexible,f,1,1,0,1,Washington,2.0,0,0,0,267
672,20001,105.0,2,1.0,0.0,1.0,Pull-out Sofa,f,f,Apartment,Entire home/apt,moderate,t,1,1,26,4,Washington,2.0,3,13,33,152
673,20005,150.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,4,1,Washington,2.0,3,18,48,48
674,20005,100.0,4,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,4,2,Washington,4.0,0,4,13,288
675,20229,249.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,super_strict_30,f,5,480,0,7,Washington,2.0,30,60,90,365
676,20001,275.0,5,1.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,15,2,Washington,2.5,9,19,43,308
677,20001,160.0,4,2.0,2.0,2.0,Real Bed,t,t,House,Entire home/apt,moderate,f,2,3,12,2,Washington,2.0,5,5,5,5
678,20009,475.0,6,3.5,3.0,3.0,Real Bed,f,t,House,Entire home/apt,strict,f,1,1,1,3,Washington,2.0,25,47,77,352
679,20001,115.0,2,1.0,0.0,1.0,Real Bed,t,t,House,Entire home/apt,moderate,f,1,1,41,3,Washington,2.0,9,36,63,338
680,20001,45.0,6,2.5,1.0,16.0,Real Bed,f,f,Dorm,Shared room,moderate,t,3,3,2,1,Washington,0.375,25,55,85,360
681,20001,150.0,6,2.5,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,t,1,1,51,3,Washington,3.0,4,14,38,275
682,20001,90.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,flexible,f,1,1,5,3,Washington,2.0,26,56,86,361
683,20009,217.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,5,4,Washington,2.0,10,36,66,341
684,20005,97.0,2,2.0,1.0,1.0,Futon,f,t,Townhouse,Private room,flexible,f,1,1,5,2,Washington,2.0,4,25,44,317
685,20009,399.0,14,3.0,5.0,7.0,Real Bed,f,t,Townhouse,Entire home/apt,strict,t,1,6,2,1,Washington,2.0,17,32,62,320
686,20005,118.0,4,1.0,0.0,2.0,Real Bed,t,t,Apartment,Entire home/apt,strict,f,1,1,28,1,Washington,2.0,3,5,13,154
687,20001,130.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,3,6,31,4,Washington,2.0,14,39,69,327
688,20001,36.0,6,1.0,1.0,6.0,Real Bed,f,f,Other,Shared room,moderate,t,3,3,11,1,Washington,1.0,18,47,77,352
689,20005,100.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,0,1,Washington,4.0,0,0,0,273
690,20005,125.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,1,2,Washington,3.0,1,1,1,32
691,20001,300.0,7,2.0,1.0,4.0,Real Bed,t,t,Apartment,Private room,strict,f,5,5,8,3,Washington,1.75,16,42,67,342
692,20001,199.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,0,2,Washington,2.0,24,54,84,359
693,20005,150.0,4,1.5,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,2,1,Washington,2.0,0,0,0,63
694,20005,125.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,Entire home/apt,moderate,f,1,1,23,2,Washington,2.0,0,12,42,73
695,20005,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,Private room,strict,f,1,1,157,1,Washington,2.0,11,36,36,36
696,20005,320.0,4,2.0,2.0,2.0,Real Bed,f,f,Condominium,Entire home/apt,strict,f,1,1,0,3,Washington,2.0,7,37,67,342
697,20001,88.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,2,2,1,1,Washington,2.0,0,0,20,295
698,20001,329.0,5,3.0,3.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,4,1,Washington,2.5,2,3,3,212
699,20009,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,3,1,Washington,2.0,0,0,0,0
700,20019,59.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,2,2,8,2,Washington,1.0,10,23,50,325
701,20019,70.0,6,1.0,2.0,2.0,Futon,f,f,Apartment,Entire home/apt,moderate,f,1,1,80,3,Washington,3.0,15,45,66,339
702,20019,75.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,0,1,Washington,2.0,1,27,57,332
703,20019,70.0,3,1.0,1.0,3.0,Real Bed,t,t,House,Private room,moderate,f,2,2,9,1,Washington,1.0,23,53,83,358
704,20019,1300.0,1,1.0,1.0,1.0,Real Bed,f,f,House,Private room,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
705,20019,58.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,1,1,6,2,Washington,1.0,30,60,90,365
706,20019,55.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,2,2,1,1,Washington,2.0,1,1,14,289
707,20019,47.0,2,1.0,1.0,1.0,Real Bed,t,t,House,Private room,moderate,f,2,2,50,1,Washington,2.0,0,1,1,164
708,20007,60.0,2,1.0,1.0,1.0,Real Bed,f,t,Loft,Private room,flexible,f,1,1,36,1,Washington,2.0,0,18,18,111
709,20016,135.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,4,2,Washington,2.0,0,0,0,271
710,20007,89.0,3,1.0,1.0,2.0,Real Bed,f,t,House,Entire home/apt,strict,f,29,32,75,4,Washington,1.5,3,20,50,325
711,20016,150.0,6,1.0,1.0,5.0,Real Bed,f,t,House,Private room,flexible,t,1,1,18,1,Washington,1.2,28,58,88,363
712,20016,65.0,1,1.0,1.0,1.0,Real Bed,f,f,House,Private room,strict,f,2,2,1,1,Washington,1.0,30,60,90,365
713,20016,109.0,5,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,29,32,28,2,Washington,2.5,10,40,70,345
715,20007,69.0,2,1.0,1.0,1.0,Real Bed,t,t,House,Private room,strict,f,1,1,17,2,Washington,2.0,10,19,27,239
716,20016,300.0,4,2.5,2.0,2.0,Real Bed,f,t,House,Entire home/apt,strict,f,2,2,0,7,Washington,2.0,28,58,88,88
717,20007,114.0,4,1.0,1.0,2.0,Real Bed,t,t,Apartment,Entire home/apt,flexible,f,1,1,18,3,Washington,2.0,0,0,0,183
718,20007,100.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,3,3,0,4,Washington,1.0,0,0,10,211
719,20016,69.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,1,2,5,2,Washington,1.0,0,0,26,301
720,20016,350.0,6,3.5,3.0,4.0,Real Bed,f,f,House,Entire home/apt,flexible,f,1,1,1,2,Washington,1.5,26,56,59,59
721,20016,100.0,1,1.0,1.0,1.0,Real Bed,t,t,House,Private room,strict,f,1,1,13,2,Washington,1.0,0,30,60,335
722,20007,115.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,3,3,0,4,Washington,1.0,30,60,90,365
724,20016,43.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,1,1,0,1,Washington,1.0,0,0,0,46
725,20007,50.0,1,1.0,1.0,1.0,Real Bed,f,f,House,Private room,flexible,f,1,1,0,1,Washington,1.0,9,37,37,37
726,20007,380.0,9,2.0,4.0,4.0,Real Bed,f,f,House,Entire home/apt,flexible,f,2,2,1,3,Washington,2.25,26,56,86,361
727,20016,80.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,2,2,14,3,Washington,2.0,30,60,90,90
728,20016,149.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,29,32,8,4,Washington,2.0,11,41,71,346
729,20007,39.0,1,1.0,1.0,1.0,Real Bed,f,f,House,Private room,flexible,f,1,1,0,1,Washington,1.0,0,0,0,34
730,20016,50.0,3,1.0,1.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,1,1,1,1,Washington,1.0,0,26,56,331
731,20007,115.0,5,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,22,25,15,3,Washington,5.0,13,43,69,344
732,20016,850.0,9,3.5,5.0,6.0,Real Bed,f,f,House,Entire home/apt,flexible,f,1,1,0,1,Washington,1.5,30,60,90,365
733,20016,58.0,1,1.0,1.0,1.0,Futon,f,f,House,Private room,strict,f,2,2,0,14,Washington,1.0,30,60,90,365
734,20007,650.0,11,4.5,6.0,11.0,Real Bed,f,f,House,Entire home/apt,strict,f,1,2,2,7,Washington,1.0,0,0,6,81
735,20007,150.0,4,1.0,1.0,2.0,Real Bed,f,f,House,Entire home/apt,moderate,f,1,1,5,6,Washington,2.0,0,26,56,266
736,20016,99.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,flexible,f,1,2,1,2,Washington,2.0,25,55,85,360
738,20007,40.0,1,1.0,1.0,1.0,Real Bed,f,f,Condominium,Private room,flexible,f,1,1,0,1,Washington,1.0,1,1,1,95
739,20007,110.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,3,3,0,4,Washington,2.0,0,10,40,315
740,20007,165.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,4,1,Washington,3.0,28,58,88,363
741,20007,600.0,5,2.5,1.0,4.0,Real Bed,f,f,House,Entire home/apt,flexible,f,2,2,0,4,Washington,1.25,28,58,88,363
742,20016,299.0,8,4.0,5.0,6.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,8,2,Washington,1.3333333333333333,0,0,0,98
743,20007,120.0,2,1.0,1.0,2.0,Real Bed,f,t,House,Private room,flexible,f,1,1,1,1,Washington,1.0,0,0,0,116
744,20007,260.0,6,2.5,3.0,4.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,28,3,Washington,1.5,6,10,20,277
745,20007,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,4,1,Washington,2.0,24,45,48,323
746,20016,500.0,8,4.5,4.0,5.0,Real Bed,f,t,House,Entire home/apt,strict,f,1,1,8,3,Washington,1.6,0,0,5,248
747,20016,175.0,3,1.0,1.0,2.0,Real Bed,f,t,House,Private room,strict,f,1,1,2,1,Washington,1.5,30,60,90,365
748,20019,33.0,1,2.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,3,4,10,1,Washington,1.0,15,45,75,164
749,20019,40.0,3,1.0,1.0,3.0,Real Bed,f,t,House,Private room,strict,f,3,4,46,1,Washington,1.0,12,25,47,137
750,20019,60.0,2,2.0,1.0,1.0,Real Bed,f,f,House,Private room,strict,t,2,2,67,1,Washington,2.0,30,60,90,365
751,20019,33.0,2,1.0,1.0,2.0,Real Bed,f,t,House,Private room,strict,f,3,4,34,1,Washington,1.0,12,31,61,327
752,20019,50.0,1,1.0,1.0,1.0,Real Bed,f,f,House,Private room,strict,t,2,2,7,1,Washington,1.0,28,58,88,363
753,20002,49.0,2,1.0,1.0,1.0,Futon,f,t,Apartment,Private room,strict,f,1,1,11,1,Washington,2.0,30,60,90,365
754,20002,38.0,1,1.0,1.0,3.0,Real Bed,f,t,House,Private room,strict,f,3,3,2,2,Washington,0.3333333333333333,1,18,37,162
755,20002,65.0,2,1.0,1.0,1.0,Real Bed,f,f,Condominium,Private room,flexible,t,1,1,2,1,Washington,2.0,27,57,87,362
756,20002,49.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,1,1,3,1,Washington,2.0,0,0,0,0
757,20002,59.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,2,2,66,2,Washington,2.0,5,24,51,51
758,20002,200.0,4,2.0,2.0,2.0,Real Bed,f,t,House,Entire home/apt,strict,f,1,1,0,2,Washington,2.0,0,3,33,308
759,20002,113.0,5,1.0,1.0,3.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,4,4,0,1,Washington,1.6666666666666667,12,42,72,347
760,20002,250.0,8,2.0,4.0,4.0,Real Bed,f,t,House,Entire home/apt,moderate,f,2,2,13,2,Washington,2.0,24,54,84,359
761,20002,65.0,6,1.0,1.0,3.0,Real Bed,f,t,House,Private room,strict,f,3,3,9,2,Washington,2.0,18,36,52,321
762,20002,169.0,5,2.5,3.0,4.0,Real Bed,f,t,House,Entire home/apt,strict,f,2,2,4,4,Washington,1.25,0,0,0,16
763,20002,1000.0,16,1.0,1.0,1.0,Real Bed,f,f,Other,Private room,strict,f,1,1,0,1,Washington,16.0,29,59,89,364
764,20002,99.0,4,1.0,1.0,1.0,Real Bed,f,t,Condominium,Entire home/apt,flexible,f,1,1,0,1,Washington,4.0,0,0,0,33
765,20002,145.0,4,1.0,2.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,3,3,6,3,Washington,2.0,0,0,0,122
766,20002,115.0,2,1.0,2.0,2.0,Real Bed,f,f,Apartment,Entire home/apt,moderate,f,1,1,4,1,Washington,1.0,21,51,81,356
767,20002,100.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Entire home/apt,moderate,f,1,1,11,1,Washington,2.0,21,51,81,356
768,20002,55.0,2,1.0,1.0,1.0,Futon,f,t,House,Private room,moderate,f,1,1,4,3,Washington,2.0,6,10,10,219
769,20002,55.0,1,1.0,1.0,1.0,Real Bed,f,f,House,Private room,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
770,20002,34.0,1,1.0,1.0,1.0,Real Bed,f,t,Townhouse,Private room,flexible,f,3,3,0,1,Washington,1.0,17,47,77,352
771,20002,99.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,3,3,13,2,Washington,4.0,7,37,67,342
772,20002,105.0,4,1.5,2.0,2.0,Real Bed,f,f,House,Entire home/apt,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
773,20002,125.0,4,1.0,2.0,3.0,Real Bed,f,f,House,Entire home/apt,flexible,t,1,1,1,1,Washington,1.3333333333333333,27,57,87,362
774,20002,44.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,2,2,4,2,Washington,2.0,20,42,60,280
775,20002,67.0,2,1.0,0.0,1.0,Real Bed,f,f,House,Entire home/apt,moderate,f,1,1,2,1,Washington,2.0,5,8,17,68
776,20002,43.0,1,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,4,4,0,1,Washington,1.0,26,56,86,361
777,20002,30.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,Shared room,moderate,f,1,1,1,1,Washington,1.0,0,0,0,0
778,20002,192.0,7,1.5,3.0,4.0,Real Bed,f,t,House,Entire home/apt,strict,f,4,4,3,1,Washington,1.75,13,43,73,348
779,20002,46.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,2,2,4,2,Washington,2.0,11,36,66,66
780,20002,95.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,t,2,2,0,3,Washington,2.0,0,0,12,287
781,20002,175.0,7,2.5,3.0,3.0,Real Bed,f,t,Townhouse,Entire home/apt,strict,t,1,1,0,3,Washington,2.3333333333333335,18,47,77,352
782,20002,65.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,1,1,27,1,Washington,2.0,18,41,71,346
783,20002,79.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,5,1,Washington,3.0,0,0,0,259
786,20002,299.0,6,2.0,3.0,3.0,Real Bed,f,t,House,Entire home/apt,strict,f,1,1,25,2,Washington,2.0,23,53,83,358
787,20002,135.0,2,1.0,1.0,2.0,Real Bed,f,f,House,Entire home/apt,flexible,f,1,1,1,1,Washington,1.0,30,60,90,365
788,20002,59.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,strict,f,2,2,26,2,Washington,2.0,17,45,75,75
789,20002,94.0,3,1.5,1.0,2.0,Real Bed,f,t,House,Private room,moderate,f,2,2,15,2,Washington,1.5,7,37,58,333
790,20002,99.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,moderate,f,1,1,18,1,Washington,2.0,9,32,62,337
791,20002,70.0,2,2.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,1,1,14,2,Washington,2.0,24,43,43,173
792,20002,140.0,5,1.0,2.0,2.0,Real Bed,f,t,Townhouse,Entire home/apt,moderate,f,1,1,11,2,Washington,2.5,15,43,43,130
793,20002,95.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,1,1,0,1,Washington,2.0,0,0,0,33
794,20002,71.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,Private room,strict,f,2,2,27,2,Washington,2.0,10,38,66,156
795,20002,74.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,strict,f,1,1,3,1,Washington,2.0,1,27,57,332
796,20002,129.0,2,1.5,1.0,1.0,Real Bed,f,t,House,Private room,strict,t,1,1,11,3,Washington,2.0,28,58,88,363
797,20002,150.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,moderate,f,1,1,0,1,Washington,2.0,30,60,90,365
798,20002,70.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,4,4,4,1,Washington,2.0,24,53,83,358
799,20002,60.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,flexible,f,1,1,6,1,Washington,3.0,27,55,83,328
800,20002,79.0,2,1.5,1.0,1.0,Airbed,f,t,House,Private room,flexible,f,1,1,7,1,Washington,2.0,13,43,73,348
801,20002,79.0,2,1.0,1.0,1.0,Real Bed,t,t,House,Private room,strict,f,1,1,75,1,Washington,2.0,8,32,50,319
802,20002,120.0,2,1.0,1.0,1.0,Real Bed,t,t,House,Private room,flexible,f,2,2,8,2,Washington,2.0,30,60,90,90
803,20002,75.0,2,1.0,1.0,1.0,Pull-out Sofa,f,t,House,Private room,flexible,t,1,1,8,2,Washington,2.0,12,26,44,319
804,20002,120.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,19,3,Washington,2.0,24,54,84,359
805,20002,350.0,8,4.0,4.0,5.0,Real Bed,t,t,House,Entire home/apt,flexible,f,2,2,20,1,Washington,1.6,27,57,87,87
806,20002,85.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,5,1,Washington,2.0,12,41,59,59
807,20002,75.0,2,1.0,1.0,1.0,Real Bed,f,t,House,Private room,moderate,f,2,2,4,2,Washington,2.0,20,50,80,355
808,20002,215.0,12,2.0,5.0,5.0,Real Bed,f,t,House,Entire home/apt,strict,f,3,3,34,2,Washington,2.4,9,10,10,192
809,20002,96.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,1,1,54,2,Washington,2.0,15,45,75,350
810,20002,165.0,6,2.0,2.0,3.0,Real Bed,f,t,House,Entire home/apt,strict,f,1,1,1,3,Washington,2.0,0,0,0,192
811,20002,239.0,7,2.0,3.0,4.0,Real Bed,t,t,House,Entire home/apt,strict,f,1,1,30,3,Washington,1.75,1,13,32,277
812,20002,72.0,2,1.0,1.0,1.0,Real Bed,t,t,House,Private room,flexible,f,1,1,24,4,Washington,2.0,3,19,43,104
813,20002,60.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,strict,f,1,1,23,1,Washington,2.0,17,45,64,339
814,20002,90.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,2,2,33,1,Washington,1.0,7,17,47,322
815,20002,128.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,strict,t,1,1,85,1,Washington,4.0,25,25,25,209
816,20002,150.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,Entire home/apt,strict,f,2,2,2,1,Washington,2.0,28,58,88,363
817,20002,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,Private room,strict,f,2,2,0,1,Washington,2.0,28,58,88,363
818,20007,350.0,5,2.0,2.0,3.0,Real Bed,f,f,Apartment,Entire home/apt,flexible,f,16,16,14,2,Washington,1.6666666666666667,19,47,77,348
819,20007,195.0,4,1.0,2.0,2.0,Real Bed,f,t,House,Entire home/apt,flexible,f,1,1,6,1,Washington,2.0,26,56,86,361
820,20007,95.0,1,1.0,0.0,1.0,Real Bed,f,t,Apartment,Entire home/apt,flexible,f,6,6,0,5,Washington,1.0,2,31,61,336
821,20007,350.0,6,3.0,3.0,3.0,Real Bed,f,t,House,Entire home/apt,moderate,f,2,2,20,3,Washington,2.0,8,26,51,79
822,20007,85.0,2,0.0,1.0,1.0,Real Bed,f,f,Apartment,Private room,moderate,t,1,1,1,3,Washington,2.0,20,50,80,355
823,20007,139.0,3,1.0,1.0,1.0,Real Bed,f,t,House,Private room,strict,f,4,7,3,3,Washington,3.0,0,0,0,215
824,20007,650.0,6,3.0,3.0,3.0,Real Bed,f,f,House,Entire home/apt,strict,f,1,1,0,3,Washington,2.0,0,0,0,75
