,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
2,20782,50.0,1,2.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,2,1,2,Hyattsville,1.0,0,30,60,60
3,20024,95.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,2.0,30,60,90,365
8,20743,38.0,2,1.5,1.0,1.0,Real Bed,f,f,House,moderate,t,1,8,1,2,Capitol Heights,2.0,25,55,85,360
12,20910,50.0,2,1.0,1.0,1.0,Real Bed,f,f,Condominium,flexible,f,1,1,0,2,Silver Spring,2.0,30,60,90,365
15,20712,52.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,1,1,Mount Rainier,2.0,24,54,84,359
16,20782,23.0,1,1.0,1.0,1.0,Real Bed,f,f,Condominium,flexible,t,1,1,1,1,Hyattsville,1.0,3,28,58,333
19,20912,135.0,2,1.0,1.0,1.0,Real Bed,f,f,Bed & Breakfast,moderate,f,2,3,0,1,Takoma Park,2.0,30,60,90,365
21,20912,225.0,2,1.0,1.0,1.0,Real Bed,f,f,Bed & Breakfast,moderate,f,2,3,0,1,Takoma Park,2.0,30,60,90,365
27,20001,65.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,2,Washington,2.0,6,33,63,63
28,20001,71.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,83,2,Washington,2.0,10,23,49,319
30,20001,250.0,4,2.5,1.0,3.0,Real Bed,f,t,House,strict,f,3,3,94,1,Washington,1.3333333333333333,14,35,65,340
31,20001,138.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,4,5,47,1,Washington,2.0,30,60,90,365
32,20001,94.0,2,1.0,1.0,1.0,Real Bed,t,f,House,moderate,f,1,1,150,2,Washington,2.0,6,26,41,308
35,20001,79.0,6,1.0,1.0,3.0,Real Bed,f,f,Townhouse,strict,f,2,2,69,1,Washington,2.0,21,46,76,349
41,20005,89.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,3,1,Washington,2.0,12,41,71,161
47,20032,55.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,5,5,0,1,Washington,1.0,30,60,90,364
48,20032,55.0,3,1.0,1.0,2.0,Real Bed,f,t,House,strict,f,5,5,5,1,Washington,1.5,27,57,87,362
50,20032,35.0,1,1.0,1.0,1.0,Futon,f,t,House,strict,f,5,5,0,1,Washington,1.0,25,55,85,360
53,20032,50.0,1,1.0,1.0,1.0,Real Bed,f,t,Townhouse,flexible,f,1,1,0,1,Washington,1.0,20,43,54,194
54,20032,150.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,0,1,Washington,2.0,30,60,90,365
55,20032,40.0,2,1.5,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,9,1,Washington,2.0,0,0,0,267
56,20032,45.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,5,5,0,1,Washington,2.0,26,56,86,354
57,20032,55.0,2,2.5,1.0,1.0,Real Bed,f,t,Townhouse,strict,f,2,2,0,2,Washington,2.0,10,40,70,345
59,20020,65.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,4,1,Washington,2.0,3,3,21,296
60,20032,94.0,4,1.5,1.0,1.0,Real Bed,t,t,House,flexible,f,3,4,18,1,Washington,4.0,26,56,86,361
61,20020,65.0,1,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,2,1,Washington,1.0,1,31,61,336
62,20032,64.0,5,1.5,1.0,1.0,Real Bed,t,t,House,flexible,t,3,4,115,1,Washington,5.0,1,31,61,336
63,20020,59.0,2,1.0,1.0,1.0,Real Bed,f,t,Townhouse,strict,f,1,1,18,1,Washington,2.0,19,48,78,353
65,20032,74.0,3,1.5,1.0,1.0,Real Bed,t,t,House,flexible,t,3,4,33,1,Washington,3.0,1,31,61,336
66,20020,69.0,3,1.0,1.0,1.0,Real Bed,f,f,House,strict,t,2,2,8,1,Washington,3.0,22,48,78,353
67,20020,49.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,5,5,1,1,Washington,1.0,21,51,81,356
68,20020,60.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,30,59,89,364
69,20020,69.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,t,2,2,19,1,Washington,2.0,13,43,73,348
73,20003,90.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,6,2,Washington,2.0,0,22,52,327
78,20003,95.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,1,1,Washington,2.0,16,16,16,287
82,20003,90.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,t,1,1,2,1,Washington,2.0,0,0,0,0
84,20003,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,3,3,0,1,Washington,2.0,1,30,30,30
85,20003,85.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,145,3,Washington,2.0,9,39,69,344
87,20003,120.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,flexible,t,1,1,8,2,Washington,2.0,29,59,89,364
89,20019,90.0,2,0.5,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,2,Washington,2.0,28,58,88,363
90,20019,50.0,2,1.0,1.0,1.0,Real Bed,f,f,House,moderate,f,1,1,23,2,Washington,2.0,8,32,52,324
91,20019,100.0,5,1.0,1.0,2.0,Real Bed,f,t,House,flexible,f,1,1,12,1,Washington,2.5,5,31,61,336
93,20019,55.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,2,2,4,2,Washington,2.0,21,51,81,356
95,20019,45.0,1,1.0,1.0,1.0,Futon,f,f,House,flexible,f,2,2,4,1,Washington,1.0,0,0,0,275
105,20005,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,2.0,13,13,13,13
113,20001,95.0,2,2.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,2,32,62,337
116,20001,55.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,20,Washington,1.0,30,60,90,365
125,20001,104.0,3,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,4,4,11,2,Washington,3.0,12,39,69,344
134,20001,110.0,2,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,4,4,33,2,Washington,2.0,13,40,70,345
140,20001,87.0,3,2.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,2,2,Washington,1.5,22,52,82,357
144,20001,120.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,"Washington, D.C.",2.0,0,0,0,273
149,20001,109.0,1,1.0,1.0,1.0,Real Bed,t,t,Apartment,moderate,f,2,2,1,2,Washington,1.0,0,0,0,273
153,20001,97.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,1,Washington,2.0,18,48,78,353
154,20001,99.0,2,1.0,1.0,1.0,Pull-out Sofa,f,t,Loft,moderate,f,1,1,51,1,Washington,2.0,24,54,84,84
157,20001,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,t,1,1,10,1,Washington,2.0,12,42,72,330
162,20001,85.0,3,1.0,1.0,2.0,Real Bed,t,t,Apartment,strict,f,1,1,338,3,Washington,1.5,2,8,20,209
165,20001,90.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,12,2,Washington,2.0,15,43,73,348
171,20001,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,1,Washington,2.0,13,13,13,26
173,20005,105.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,245,1,Washington,2.0,2,6,25,267
178,20001,90.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,0,1,Washington,1.0,26,56,86,361
179,20005,109.0,1,1.0,1.0,1.0,Real Bed,f,f,House,moderate,f,2,2,34,3,Washington,1.0,9,36,66,341
191,20001,79.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,2,2,Washington,2.0,9,25,34,36
195,20001,109.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,5,1,Washington,2.0,0,1,31,306
202,20001,90.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,1,Washington,1.0,17,43,65,340
203,20001,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,t,1,1,2,1,Washington,2.0,10,28,58,58
206,20001,150.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,4,1,Washington,2.0,0,0,0,74
215,20001,90.0,3,2.0,1.0,2.0,Real Bed,f,f,Apartment,moderate,f,1,1,0,6,Washington,1.5,0,0,0,56
217,20001,120.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,2,Washington,1.0,0,0,0,28
225,20001,99.0,2,1.0,1.0,1.0,Real Bed,f,f,Condominium,strict,f,1,1,0,1,Washington,2.0,25,49,74,161
236,20001,89.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,3,3,Washington,2.0,0,0,0,237
251,20001,170.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,flexible,f,2,2,18,1,Washington,2.0,23,53,83,358
255,20001,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,3,5,1,Washington,2.0,18,46,76,351
257,20005,99.0,1,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,2,2,8,3,Washington,1.0,24,49,79,354
260,20001,65.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,1.0,0,0,0,42
268,20001,95.0,2,1.5,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,44,1,Washington,2.0,0,0,17,17
278,20001,70.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,9,1,Washington,2.0,0,1,31,36
281,20001,99.0,2,1.5,1.0,1.0,Real Bed,t,t,Apartment,flexible,f,1,1,12,3,Washington,2.0,0,0,0,9
295,20037,78.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,6,6,8,1,Washington,2.0,1,7,35,310
297,20037,95.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,3,3,7,1,Washington,2.0,5,18,33,170
299,20037,72.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,3,3,22,2,Washington,2.0,15,45,75,350
320,20006,58.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,6,6,14,1,Washington,1.0,13,36,63,194
324,20037,80.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,1.0,14,44,74,349
351,20037,89.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,1,2,Washington,2.0,2,12,29,85
354,20037,115.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,10,1,Washington,2.0,6,31,53,311
356,20037,100.0,1,1.0,1.0,1.0,Airbed,f,f,House,flexible,t,1,1,0,1,Washington,1.0,0,0,0,25
359,20037,100.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
360,20037,100.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,28,1,Washington,1.0,25,51,81,356
373,20037,79.0,1,1.0,1.0,1.0,Airbed,f,t,Loft,flexible,f,1,1,0,1,Washington,1.0,0,0,0,116
379,20006,56.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,6,6,0,1,Washington,1.0,15,29,59,334
395,20037,150.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,9,2,Washington,2.0,21,51,81,356
396,20037,70.0,2,1.0,1.0,1.0,Airbed,f,t,Apartment,flexible,f,2,2,0,1,Washington,2.0,1,1,1,161
397,20037,130.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,5,Washington,2.0,30,60,90,365
400,20037,155.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,4,4,Washington,2.0,30,60,90,365
416,20006,53.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,6,6,1,1,Washington,1.0,15,41,71,346
418,20006,70.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,6,6,0,7,Washington,1.0,30,60,90,320
425,20019,64.0,1,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,4,1,Washington,1.0,26,56,86,86
426,20019,70.0,2,1.0,1.0,1.0,Airbed,f,f,Apartment,moderate,f,1,1,2,1,Washington,2.0,28,58,88,363
429,20019,41.0,4,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,2,2,1,1,Washington,4.0,22,52,82,357
430,20019,55.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,4,0,2,Washington,2.0,30,60,90,365
431,20019,65.0,4,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,4,1,1,Washington,4.0,30,60,90,365
432,20019,42.0,3,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,2,2,3,1,Washington,3.0,1,31,61,61
434,20019,39.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,flexible,f,1,1,0,2,Washington,2.0,0,0,0,217
436,20001,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,0,2,Washington,2.0,0,8,38,128
437,20001,60.0,1,1.5,1.0,1.0,Real Bed,f,t,House,flexible,t,2,2,9,2,Washington,1.0,8,23,46,316
439,20001,95.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,t,1,1,53,2,"Washington, D.C.",2.0,15,42,72,347
444,20001,120.0,2,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,2,2,13,1,Washington,2.0,29,59,89,364
446,20001,84.0,2,1.0,1.0,1.0,Futon,t,t,House,strict,f,2,2,36,3,Washington,2.0,11,36,66,156
450,20001,83.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,6,1,Washington,2.0,0,12,42,317
451,20001,79.0,6,1.0,1.0,3.0,Real Bed,f,f,Townhouse,strict,f,2,2,117,1,Washington,2.0,28,58,88,363
455,20001,85.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,102,2,Washington,2.0,10,40,70,345
458,20001,70.0,4,1.0,1.0,1.0,Real Bed,f,f,House,moderate,f,3,3,6,2,Washington,4.0,17,41,71,346
461,20009,140.0,2,2.0,1.0,3.0,Real Bed,f,t,Apartment,moderate,f,1,1,6,1,Washington,0.6666666666666666,2,2,2,115
464,20005,65.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,1.0,2,31,31,31
466,20001,99.0,2,1.0,1.0,1.0,Real Bed,f,f,House,moderate,f,1,1,2,1,Washington,2.0,23,53,83,358
479,20009,95.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,1.0,0,0,0,145
480,20001,130.0,3,1.0,1.0,2.0,Real Bed,t,t,Apartment,moderate,f,5,5,44,3,Washington,1.5,16,42,67,342
485,20009,85.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,1,Washington,2.0,0,0,0,217
490,20005,95.0,2,1.0,1.0,1.0,Pull-out Sofa,f,t,Apartment,moderate,f,2,2,3,1,Washington,2.0,1,1,1,1
491,20001,85.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,5,1,Washington,1.0,28,58,88,363
496,20001,99.0,1,2.5,1.0,1.0,Real Bed,t,t,House,moderate,f,1,1,120,2,Washington,1.0,0,0,0,273
504,20001,125.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,3,3,5,1,Washington,2.0,14,35,65,65
505,20001,110.0,2,2.0,1.0,1.0,Pull-out Sofa,f,t,Apartment,flexible,f,2,2,13,1,Washington,2.0,0,0,0,275
506,20001,93.0,1,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,35,1,Washington,1.0,1,18,18,291
509,20001,90.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,47,1,Washington,2.0,13,27,57,332
511,20005,225.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,41,49,0,2,Washington,2.0,29,59,89,364
515,20009,60.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,4,1,Washington,2.0,0,0,0,215
522,20001,71.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,4,2,Washington,2.0,17,47,77,352
523,20005,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,3,3,0,1,Washington,2.0,14,14,14,14
524,20001,75.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,3,2,Washington,2.0,0,0,0,88
534,20001,45.0,2,1.0,1.0,1.0,Real Bed,f,f,House,moderate,f,1,1,4,1,Washington,2.0,0,0,0,0
536,20001,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Townhouse,flexible,t,1,1,9,2,Washington,2.0,0,12,42,311
537,20005,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,3,3,0,1,Washington,2.0,7,7,7,7
546,20005,240.0,4,3.0,1.0,2.0,Real Bed,f,t,House,flexible,f,1,1,0,3,Washington,2.0,30,60,90,365
547,20001,98.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,4,5,4,4,Washington,2.0,1,24,54,329
548,20005,112.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,1,6,Washington,2.0,0,0,0,153
555,20001,73.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,t,2,2,40,2,Washington,2.0,9,36,65,65
558,20001,80.0,2,1.5,1.0,1.0,Real Bed,f,t,House,strict,f,2,2,1,2,"Washington, D.C.",2.0,29,59,89,364
559,20001,99.0,2,1.5,1.0,1.0,Real Bed,t,t,House,moderate,f,2,2,6,2,Washington,2.0,7,32,62,152
564,20009,50.0,2,1.0,1.0,1.0,Airbed,f,t,House,flexible,f,2,2,1,1,Washington,2.0,0,0,0,242
566,20001,139.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,t,1,1,6,5,Washington,2.0,22,52,82,357
569,20001,68.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,16,1,Washington,1.0,5,30,30,30
572,20001,200.0,2,1.0,1.0,1.0,Pull-out Sofa,f,t,House,moderate,f,4,5,10,1,Washington,2.0,1,31,61,336
573,20001,71.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,1,1,Washington,2.0,2,3,3,97
574,20009,125.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,f,1,1,149,1,Washington,2.0,10,10,33,33
577,20005,185.0,3,1.0,1.0,2.0,Real Bed,f,t,Bed & Breakfast,strict,f,41,49,1,2,Washington,1.5,29,59,89,364
581,20001,80.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,t,12,12,98,3,Washington,1.0,30,60,90,180
582,20001,90.0,1,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,20,3,Washington,1.0,14,44,74,349
587,20005,105.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,2,18,2,Washington,2.0,0,0,24,24
593,20001,99.0,2,1.5,1.0,1.0,Real Bed,t,t,House,moderate,t,2,2,20,2,Washington,2.0,7,23,53,143
595,20005,97.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,15,1,Washington,1.0,7,27,57,57
596,20001,130.0,3,1.0,1.0,2.0,Real Bed,t,t,Apartment,moderate,f,5,5,23,3,Washington,1.5,15,41,66,341
597,20005,215.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,41,49,0,2,Washington,2.0,29,59,89,364
599,20005,185.0,4,1.0,1.0,2.0,Real Bed,f,t,Bed & Breakfast,strict,f,41,49,1,2,Washington,2.0,29,59,89,364
609,20005,150.0,2,1.5,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,4,3,Washington,2.0,30,60,90,365
610,20009,90.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,4,2,Washington,1.0,0,0,5,5
613,20005,100.0,2,1.0,1.0,1.0,Real Bed,t,t,House,moderate,f,1,1,16,1,Washington,2.0,11,41,71,346
617,20001,65.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,t,1,1,26,1,Washington,2.0,19,45,75,350
618,20005,70.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,4,Washington,1.0,3,24,49,324
622,20001,84.0,2,1.0,1.0,1.0,Real Bed,t,t,House,strict,t,2,2,22,3,Washington,2.0,10,32,62,152
633,20005,75.0,4,1.0,1.0,2.0,Real Bed,f,t,House,flexible,f,1,1,4,1,Washington,2.0,4,19,38,38
640,20001,60.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,6,2,Washington,1.0,4,7,7,98
641,20001,69.0,2,1.5,1.0,1.0,Pull-out Sofa,f,t,House,flexible,f,1,1,77,1,Washington,2.0,21,51,64,232
642,20001,130.0,4,1.0,1.0,2.0,Real Bed,t,t,Apartment,moderate,f,5,5,15,3,Washington,2.0,16,42,67,342
651,20001,190.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,2,Washington,2.0,15,15,15,15
652,20001,125.0,2,1.5,1.0,1.0,Real Bed,f,f,Townhouse,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
653,20001,65.0,2,1.0,1.0,1.0,Real Bed,f,f,House,moderate,f,3,3,3,3,Washington,2.0,23,48,78,353
654,20005,75.0,2,1.5,1.0,1.0,Real Bed,t,t,House,moderate,f,1,1,15,2,Washington,2.0,0,0,0,0
655,20009,85.0,1,2.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,1.0,0,0,0,174
667,20005,185.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,41,49,0,2,Washington,2.0,29,59,89,364
671,20005,75.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,267
682,20001,90.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,5,3,Washington,2.0,26,56,86,361
684,20005,97.0,2,2.0,1.0,1.0,Futon,f,t,Townhouse,flexible,f,1,1,5,2,Washington,2.0,4,25,44,317
691,20001,300.0,7,2.0,1.0,4.0,Real Bed,t,t,Apartment,strict,f,5,5,8,3,Washington,1.75,16,42,67,342
695,20005,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,strict,f,1,1,157,1,Washington,2.0,11,36,36,36
697,20001,88.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,1,1,Washington,2.0,0,0,20,295
700,20019,59.0,1,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,8,2,Washington,1.0,10,23,50,325
703,20019,70.0,3,1.0,1.0,3.0,Real Bed,t,t,House,moderate,f,2,2,9,1,Washington,1.0,23,53,83,358
704,20019,1300.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
705,20019,58.0,1,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,6,2,Washington,1.0,30,60,90,365
706,20019,55.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,1,1,Washington,2.0,1,1,14,289
707,20019,47.0,2,1.0,1.0,1.0,Real Bed,t,t,House,moderate,f,2,2,50,1,Washington,2.0,0,1,1,164
708,20007,60.0,2,1.0,1.0,1.0,Real Bed,f,t,Loft,flexible,f,1,1,36,1,Washington,2.0,0,18,18,111
711,20016,150.0,6,1.0,1.0,5.0,Real Bed,f,t,House,flexible,t,1,1,18,1,Washington,1.2,28,58,88,363
712,20016,65.0,1,1.0,1.0,1.0,Real Bed,f,f,House,strict,f,2,2,1,1,Washington,1.0,30,60,90,365
715,20007,69.0,2,1.0,1.0,1.0,Real Bed,t,t,House,strict,f,1,1,17,2,Washington,2.0,10,19,27,239
718,20007,100.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,3,3,0,4,Washington,1.0,0,0,10,211
719,20016,69.0,1,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,2,5,2,Washington,1.0,0,0,26,301
721,20016,100.0,1,1.0,1.0,1.0,Real Bed,t,t,House,strict,f,1,1,13,2,Washington,1.0,0,30,60,335
722,20007,115.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,3,3,0,4,Washington,1.0,30,60,90,365
724,20016,43.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,0,1,Washington,1.0,0,0,0,46
725,20007,50.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,1.0,9,37,37,37
727,20016,80.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,2,2,14,3,Washington,2.0,30,60,90,90
729,20007,39.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,1.0,0,0,0,34
733,20016,58.0,1,1.0,1.0,1.0,Futon,f,f,House,strict,f,2,2,0,14,Washington,1.0,30,60,90,365
736,20016,99.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,2,1,2,Washington,2.0,25,55,85,360
738,20007,40.0,1,1.0,1.0,1.0,Real Bed,f,f,Condominium,flexible,f,1,1,0,1,Washington,1.0,1,1,1,95
739,20007,110.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,3,3,0,4,Washington,2.0,0,10,40,315
743,20007,120.0,2,1.0,1.0,2.0,Real Bed,f,t,House,flexible,f,1,1,1,1,Washington,1.0,0,0,0,116
747,20016,175.0,3,1.0,1.0,2.0,Real Bed,f,t,House,strict,f,1,1,2,1,Washington,1.5,30,60,90,365
748,20019,33.0,1,2.0,1.0,1.0,Real Bed,f,t,House,strict,f,3,4,10,1,Washington,1.0,15,45,75,164
749,20019,40.0,3,1.0,1.0,3.0,Real Bed,f,t,House,strict,f,3,4,46,1,Washington,1.0,12,25,47,137
750,20019,60.0,2,2.0,1.0,1.0,Real Bed,f,f,House,strict,t,2,2,67,1,Washington,2.0,30,60,90,365
751,20019,33.0,2,1.0,1.0,2.0,Real Bed,f,t,House,strict,f,3,4,34,1,Washington,1.0,12,31,61,327
752,20019,50.0,1,1.0,1.0,1.0,Real Bed,f,f,House,strict,t,2,2,7,1,Washington,1.0,28,58,88,363
753,20002,49.0,2,1.0,1.0,1.0,Futon,f,t,Apartment,strict,f,1,1,11,1,Washington,2.0,30,60,90,365
754,20002,38.0,1,1.0,1.0,3.0,Real Bed,f,t,House,strict,f,3,3,2,2,Washington,0.3333333333333333,1,18,37,162
755,20002,65.0,2,1.0,1.0,1.0,Real Bed,f,f,Condominium,flexible,t,1,1,2,1,Washington,2.0,27,57,87,362
