,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
2787,20010,30.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,0,2,Washington,2.0,10,15,15,15
2789,20010,60.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,5,1,Washington,2.0,0,0,0,0
2798,20010,54.0,4,1.0,1.0,2.0,Real Bed,f,t,House,flexible,f,1,1,53,1,Washington,2.0,20,24,28,28
2799,20001,49.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,t,2,2,23,2,Washington,2.0,4,22,52,259
2804,20010,55.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,8,1,Washington,2.0,8,28,57,147
2806,20010,55.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,5,Washington,1.0,0,0,0,56
2807,20009,90.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,t,2,2,6,1,Washington,2.0,8,37,67,67
2815,20010,130.0,1,1.0,1.0,1.0,Pull-out Sofa,f,t,Apartment,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
2816,20010,100.0,2,2.5,1.0,1.0,Futon,f,t,Apartment,flexible,f,2,2,1,1,Washington,2.0,4,4,29,29
2820,20010,90.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,0,1,Washington,2.0,29,59,89,89
2821,20010,67.0,1,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,22,5,Washington,1.0,0,8,38,313
2822,20010,89.0,3,1.5,1.0,2.0,Real Bed,t,t,House,moderate,t,1,1,40,1,Washington,1.5,17,37,67,342
2823,20009,63.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,13,1,Washington,1.0,17,30,60,335
2831,20001,59.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,t,2,2,92,2,Washington,2.0,4,27,57,237
2833,20010,49.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,2,3,0,4,Washington,1.0,30,60,90,365
2840,20010,60.0,2,1.0,1.0,1.0,Futon,f,t,House,flexible,f,1,1,12,1,Washington,2.0,0,0,0,260
2852,20009,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,3,3,7,1,Washington,2.0,15,45,75,80
2853,20009,70.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,33,1,Washington,2.0,26,56,86,361
2854,20010,85.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,13,2,Washington,2.0,16,46,76,351
2855,20009,70.0,2,2.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,1,1,Washington,2.0,27,57,87,362
2860,20010,65.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,1,1,Washington,2.0,0,0,0,50
2861,20011,65.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,6,6,113,2,Washington,2.0,10,37,52,310
2867,20009,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,22,1,Washington,2.0,0,0,26,301
2871,20010,149.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,8,4,Washington,2.0,30,60,90,365
2878,20009,85.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,5,5,26,208
2879,20009,80.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,10,1,Washington,2.0,22,42,68,343
2881,20010,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,30,1,Washington,2.0,0,0,0,271
2883,20001,115.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,3,3,6,2,Washington,2.0,0,0,8,283
2890,20010,53.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,2.0,8,8,8,8
2893,20009,145.0,3,1.0,1.0,1.0,Real Bed,f,t,Condominium,strict,f,3,3,0,2,Washington,3.0,18,48,78,353
2901,20009,75.0,3,1.0,1.0,1.0,Real Bed,f,t,Condominium,strict,f,3,3,1,2,Washington,3.0,14,42,72,162
2905,20010,90.0,1,1.0,1.0,1.0,Airbed,f,f,House,flexible,t,1,1,2,1,Washington,1.0,0,0,0,273
2907,20010,75.0,2,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,6,6,25,2,Washington,2.0,1,31,61,336
2909,20010,45.0,1,0.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,3,1,Washington,1.0,0,0,0,125
2912,20009,90.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,1,3,Washington,4.0,7,37,67,342
2915,20010,65.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,2,Washington,2.0,0,0,0,243
2920,20010,50.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,flexible,f,1,1,0,1,Washington,2.0,10,31,57,323
2921,20009,56.0,2,2.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,4,2,Washington,2.0,14,22,22,63
2930,20010,55.0,1,1.0,1.0,1.0,Real Bed,f,t,House,flexible,t,1,1,1,2,Washington,1.0,12,42,72,72
2931,20010,79.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,5,5,4,1,Washington,2.0,20,33,37,304
2941,20009,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,2,2,0,1,Washington,2.0,9,25,55,313
2942,20001,99.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,12,2,Washington,2.0,0,19,49,66
2947,20001,119.0,2,1.0,1.0,1.0,Pull-out Sofa,f,t,House,moderate,f,3,3,3,4,Washington,2.0,30,60,90,365
2949,20010,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,2,8,2,Washington,2.0,1,1,1,245
2950,20001,160.0,2,1.5,1.0,2.0,Real Bed,t,t,Bed & Breakfast,strict,t,5,5,1,2,Washington,1.0,27,57,87,362
2951,20010,118.0,2,2.5,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,5,5,206,2,Washington,2.0,1,31,57,332
2953,20010,75.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,2,1,Washington,1.0,0,0,25,300
2954,20010,59.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,2.0,0,0,0,272
2955,20001,82.0,2,1.0,1.0,1.0,Futon,t,t,House,flexible,f,1,1,25,1,Washington,2.0,0,0,25,300
2962,20010,180.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,1,3,Washington,2.0,6,6,6,96
2964,20010,65.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,8,2,"Columbia Heights, middle of DC!",2.0,0,30,60,60
2970,20010,99.0,2,2.5,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,5,5,175,2,Washington,2.0,15,45,72,347
2971,20010,120.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,flexible,f,3,5,0,1,Washington,2.0,30,60,90,365
2974,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,2,6,1,Washington,2.0,15,45,75,350
2975,20009,99.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,0,1,Washington,2.0,0,0,0,115
2981,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,t,1,1,18,3,Washington,2.0,2,32,62,62
2982,20009,60.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,2,2,4,2,Washington,2.0,0,0,0,275
2987,20009,75.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,23,53,83,358
2991,20010,69.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,5,5,3,1,Washington,2.0,11,41,71,346
2992,20009,85.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,35,5,Washington,2.0,0,0,0,182
2994,20009,150.0,1,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,6,1,Washington,0.5,30,60,90,365
2998,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,4,4,4,3,Washington,2.0,0,9,39,314
3006,20010,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,41,49,1,2,Washington,2.0,29,59,89,364
3010,20010,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,41,49,6,2,Washington,2.0,29,59,89,364
3015,20001,100.0,2,1.5,1.0,1.0,Real Bed,t,t,Bed & Breakfast,strict,t,5,5,16,1,Washington,2.0,28,58,88,363
3020,20010,60.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,flexible,f,1,1,0,2,Washington,2.0,29,59,89,364
3025,20010,60.0,3,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,3,1,Washington,3.0,0,0,0,18
3026,20010,72.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,8,3,Washington,2.0,23,53,83,358
3028,20010,120.0,3,1.0,1.0,2.0,Real Bed,f,f,House,flexible,f,1,1,0,2,Washington,1.5,0,0,0,0
3030,20010,60.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,6,2,Washington,1.0,10,39,39,283
3032,20010,60.0,1,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,3,2,Washington,1.0,0,0,0,99
3033,20010,60.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,2.0,0,0,0,5
3034,20010,150.0,1,1.5,1.0,1.0,Real Bed,f,t,Townhouse,flexible,f,1,1,3,1,Washington,1.0,6,6,6,88
3041,20010,45.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,1,Washington,1.0,0,0,0,34
3049,20009,139.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,14,1,Washington,2.0,0,0,0,273
3050,20009,65.0,1,1.0,1.0,1.0,Airbed,f,t,Apartment,flexible,t,1,1,6,1,Washington,1.0,0,0,0,275
3052,20010,85.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,2,4,15,1,Washington,2.0,0,0,25,300
3054,20010,80.0,2,1.0,1.0,1.0,Real Bed,t,t,House,moderate,f,3,3,96,4,Washington,2.0,3,21,51,326
3056,20009,89.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,23,53,83,358
3064,20010,35.0,1,1.0,1.0,1.0,Real Bed,t,t,House,strict,t,5,6,9,15,Washington,1.0,30,60,90,365
3065,20009,80.0,1,1.0,1.0,1.0,Futon,t,t,Apartment,moderate,f,2,2,9,2,Washington,1.0,28,58,88,88
3066,20001,85.0,5,2.0,1.0,2.0,Real Bed,f,t,House,moderate,f,1,1,4,4,Washington,2.5,0,0,0,0
3071,20010,75.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,5,5,0,1,Washington,2.0,13,35,65,340
3080,20010,200.0,1,1.5,1.0,1.0,Couch,f,f,House,flexible,f,1,1,1,1,Washington,1.0,30,60,90,365
3081,20010,31.0,1,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,3,1,Washington,1.0,0,0,19,19
3082,20009,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,2,1,Washington,2.0,3,16,46,321
3086,20010,50.0,2,1.5,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,1,3,Washington,2.0,0,0,0,243
3087,20010,120.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,flexible,f,3,5,0,1,Washington,2.0,30,60,90,365
3088,20009,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,3,3,1,1,Washington,2.0,14,44,74,349
3089,20010,100.0,4,1.0,1.0,3.0,Real Bed,f,t,Condominium,flexible,f,1,1,1,2,Washington,1.3333333333333333,9,37,41,101
3090,20010,54.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,2,2,0,2,Washington,2.0,27,57,87,87
3091,20010,50.0,1,0.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,1,1,Washington,1.0,0,0,0,113
3092,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
3103,20001,125.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,3,3,11,1,Washington,2.0,0,1,31,214
3106,20010,135.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,3,Washington,2.0,30,60,90,365
3109,20010,75.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,0,1,Washington,2.0,23,44,74,349
3122,20010,87.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,0,1,Washington,2.0,27,57,87,362
3123,20010,50.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,26,1,Washington,2.0,7,7,7,236
3125,20010,46.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,1.0,0,0,0,32
3132,20010,55.0,2,1.0,1.0,1.0,Airbed,f,t,Apartment,moderate,f,1,1,16,1,Washington,2.0,0,0,29,301
3133,20009,65.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,t,1,1,5,1,Washington,2.0,19,49,79,354
3134,20010,87.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,3,1,Washington,2.0,0,0,0,150
3135,20010,80.0,2,1.0,1.0,1.0,Real Bed,t,t,House,moderate,f,3,3,30,4,Washington,2.0,5,21,51,326
3137,20010,105.0,2,2.5,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,5,5,142,2,Washington,2.0,20,47,74,349
3138,20010,95.0,2,2.5,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,5,5,184,2,Washington,2.0,11,39,66,341
3139,20001,75.0,1,1.0,1.0,2.0,Real Bed,f,t,House,flexible,f,1,1,7,1,Washington,0.5,30,60,90,365
3148,20009,64.0,2,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,46,1,Washington,2.0,5,23,53,143
3151,20009,95.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,3,3,0,7,Washington,1.0,30,60,90,365
3156,20009,99.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,f,1,1,55,1,Washington,2.0,18,48,78,353
3159,20010,111.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,7,1,Washington,1.0,26,56,86,361
3164,20009,90.0,1,1.0,1.0,1.0,Real Bed,f,t,Townhouse,flexible,f,1,1,1,1,Washington,1.0,0,0,19,294
3166,20010,70.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,2,Washington,2.0,0,0,0,266
3168,20009,65.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,flexible,f,1,1,4,1,Washington,2.0,6,15,38,38
3170,20011,80.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,1.0,0,0,0,68
3171,20010,115.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,flexible,f,3,5,0,1,Washington,2.0,30,60,90,365
3174,20001,89.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,2.0,22,52,82,357
3175,20010,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,30,2,Washington,2.0,11,41,71,346
3177,20010,105.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,3,3,16,2,Washington,2.0,0,30,60,335
3180,20010,50.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,8,1,Washington,2.0,0,0,0,264
3183,20009,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,10,1,Washington,2.0,10,26,56,331
3185,20009,85.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,7,Washington,2.0,0,0,0,148
3188,20001,95.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,2,0,1,Washington,2.0,0,0,0,30
3191,20010,65.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,5,5,0,1,Washington,2.0,13,43,73,348
3194,20001,135.0,2,1.5,1.0,1.0,Real Bed,t,t,Bed & Breakfast,strict,t,5,5,2,2,Washington,2.0,25,55,85,360
3197,20010,79.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,3,1,Washington,2.0,0,0,0,114
3198,20010,95.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,3,2,Washington,2.0,17,47,77,349
3201,20001,75.0,2,2.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,76,2,Washington,2.0,6,28,57,332
3206,20010,89.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,8,1,Washington,1.0,0,28,58,304
3211,20010,70.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,2,2,122,2,Washington,1.5,4,34,64,339
3214,20010,49.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,3,3,1,Washington,2.0,22,52,82,176
3217,20017,70.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,0,1,Washington,2.0,30,60,90,365
3225,20017,60.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,1.0,23,53,83,358
3230,20017,65.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,18,2,Washington,2.0,7,7,33,33
3231,20018,500.0,2,1.5,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
3233,20017,79.0,2,1.0,1.0,1.0,Real Bed,f,f,Bed & Breakfast,flexible,f,3,3,5,1,Washington,2.0,0,0,27,302
3234,20018,80.0,1,1.5,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,1.0,30,60,90,324
3235,20018,55.0,2,1.5,1.0,1.0,Real Bed,f,t,Townhouse,flexible,f,2,2,0,2,Washington,2.0,13,33,48,319
3236,20018,65.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,4,4,25,2,Washington,2.0,19,49,79,354
3238,20018,185.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,3,3,0,1,Washington,2.0,0,0,0,3
3240,20018,85.0,2,2.0,1.0,2.0,Real Bed,f,t,House,strict,t,2,3,3,1,Washington,1.0,0,0,18,293
3242,20017,84.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,7,2,Washington,2.0,0,0,0,0
3243,20018,45.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,1,2,Washington,2.0,8,24,39,310
3246,20018,120.0,2,1.0,1.0,2.0,Real Bed,f,f,House,flexible,f,3,3,0,1,Washington,1.0,0,0,0,3
3248,20018,80.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,4,4,0,3,Washington,2.0,30,60,90,365
3249,20018,60.0,2,1.0,1.0,2.0,Real Bed,f,f,House,strict,f,1,1,54,2,Washington,1.0,22,43,70,340
3251,20017,67.0,2,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,1,4,18,2,Washington,2.0,0,0,19,19
3254,20017,250.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,2.0,30,60,90,365
3255,20017,72.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,23,2,Washington,2.0,19,49,79,354
3256,20018,175.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
3257,20017,55.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,4,13,2,Washington,2.0,11,40,59,59
3258,20018,60.0,2,1.0,1.0,1.0,Futon,f,t,House,moderate,f,4,4,19,2,Washington,2.0,23,53,83,358
3265,20017,89.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,23,23,4,1,Washington,2.0,0,0,0,275
3273,20017,89.0,2,1.0,1.0,2.0,Real Bed,f,f,Apartment,strict,f,23,23,3,1,Washington,1.0,0,0,0,275
3277,20018,185.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,3,3,0,1,Washington,2.0,0,0,0,3
3279,20018,65.0,2,1.0,1.0,1.0,Real Bed,f,t,Townhouse,moderate,f,2,2,57,2,Washington,2.0,4,25,55,330
3281,20018,75.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,22,2,Washington,2.0,6,36,66,66
3282,20018,50.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,2,2,2,1,"Washington, D.C.",1.0,19,49,79,354
3286,20018,85.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,3,1,Washington,1.0,30,60,90,365
3287,20018,68.0,4,1.0,1.0,3.0,Real Bed,f,t,House,moderate,f,3,3,135,1,Washington,1.3333333333333333,0,0,0,167
3289,20018,43.0,1,1.5,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,1,3,Washington,1.0,8,8,34,98
3291,20018,49.0,1,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,6,1,Washington,1.0,6,36,45,134
3295,20018,50.0,1,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,2,2,2,1,Washington,1.0,19,49,79,354
3303,20007,100.0,4,2.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,2,2,1,1,Washington,4.0,0,0,0,238
3311,20007,69.0,3,1.5,1.0,1.0,Real Bed,f,t,House,strict,t,4,4,18,1,Washington,3.0,26,26,26,117
3312,20007,99.0,6,2.5,1.0,4.0,Real Bed,t,t,House,moderate,f,1,1,129,1,Washington,1.5,12,33,63,329
3313,20007,50.0,1,1.0,1.0,1.0,Real Bed,f,f,House,moderate,f,1,1,3,1,Washington,1.0,0,7,29,29
3315,20007,150.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,1,1,Washington,2.0,2,2,2,44
3317,20016,900.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,19,294
3318,20007,65.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,2,2,3,3,Washington,1.0,7,37,67,342
3321,20007,90.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,3,1,Washington,2.0,20,50,80,355
3322,20007,89.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,t,1,1,6,2,Washington,1.0,28,58,88,363
3323,20016,35.0,3,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington ,1.5,8,8,8,8
3324,20007,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Townhouse,moderate,f,2,2,5,3,Washington,2.0,20,50,80,80
3325,20007,60.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,2,1,Washington,2.0,0,0,12,287
3326,20016,69.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,2,7,6,Washington,2.0,0,0,0,182
3327,20016,50.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,2,2,5,2,Washington,1.0,2,4,29,304
3328,20007,57.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,3.0,12,42,72,72
3330,20016,100.0,2,2.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
3335,20007,80.0,1,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,1.0,0,0,0,64
3339,20007,69.0,2,1.5,1.0,1.0,Real Bed,f,t,House,strict,t,4,4,8,1,Washington,2.0,21,21,21,76
3342,20007,69.0,3,1.5,1.0,1.0,Real Bed,f,t,House,strict,t,4,4,43,1,Washington,3.0,0,27,57,241
3359,20016,80.0,1,1.0,1.0,1.0,Couch,f,t,Apartment,strict,f,1,1,0,1,Washington,1.0,28,58,88,363
3364,20008,75.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,2,26,1,"Washington, D.C.",1.0,10,35,65,340
3366,20008,70.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,3,3,1,Washington,1.0,0,6,6,280
3367,20008,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,2,0,2,Washington,2.0,19,42,72,73
3368,20016,140.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,9,1,Washington,2.0,19,49,79,345
3384,20008,80.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,27,57,87,362
3385,20008,90.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,2,7,3,Washington,2.0,23,50,80,350
3389,20008,50.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,2,2,2,1,Washington,1.5,24,54,84,359
3390,20008,99.0,1,1.0,1.0,1.0,Real Bed,t,t,House,moderate,f,1,1,26,2,Washington,1.0,2,21,51,141
3396,20008,150.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,1,"Washington, D.C.",2.0,22,52,82,357
3397,20008,96.0,1,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,4,Washington,1.0,28,58,88,363
3398,20008,79.0,2,1.0,1.0,1.0,Airbed,f,t,Apartment,strict,f,1,1,0,1,Washington,2.0,19,49,59,332
3406,20008,200.0,2,1.0,1.0,1.0,Real Bed,t,f,Bed & Breakfast,moderate,f,1,1,12,2,Washington,2.0,11,39,56,329
3416,20007,85.0,2,1.0,1.0,1.0,Real Bed,f,t,Townhouse,flexible,f,1,1,1,3,Washington,2.0,0,29,59,59
3419,20008,66.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,33,1,Washington,2.0,0,25,55,330
3421,20003,69.0,5,1.0,1.0,1.0,Pull-out Sofa,f,t,Apartment,moderate,f,1,1,0,1,Washington,5.0,29,59,89,364
3427,20003,120.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,2,2,0,1,Washington,2.0,0,30,60,335
3429,20003,120.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,88,1,Washington,4.0,10,40,70,345
3430,20003,85.0,1,1.0,1.0,1.0,Real Bed,t,t,House,strict,f,3,3,17,1,Washington,1.0,0,0,11,257
3431,20003,170.0,2,1.0,1.0,1.0,Real Bed,f,t,Bed & Breakfast,strict,f,41,49,0,2,Washington,2.0,29,59,89,364
3433,20003,129.0,2,2.0,1.0,1.0,Real Bed,f,t,House,strict,f,5,5,0,1,Washington,2.0,0,0,21,296
3435,20003,75.0,2,1.0,1.0,1.0,Real Bed,f,f,House,strict,t,1,1,95,1,Washington,2.0,16,46,76,351
3440,20002,65.0,1,1.5,1.0,1.0,Real Bed,f,f,House,moderate,f,1,2,3,1,Washington,1.0,7,37,67,342
