,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
2321,20008,130.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,6,1,Washington,2.0,1,22,52,327
2323,20009,140.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,28,2,Washington,2.0,0,8,38,313
2324,20009,85.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,13,2,Washington,2.0,0,0,0,139
2326,20009,139.0,1,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,14,1,Washington,1.0,11,41,71,346
2327,20009,115.0,3,1.0,0.0,2.0,Real Bed,t,t,Apartment,moderate,f,1,1,20,2,Washington,1.5,3,3,3,277
2328,20009,89.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,3.0,10,39,69,344
2329,20009,189.0,6,1.0,2.0,4.0,Real Bed,f,t,Apartment,strict,f,6,6,1,1,Washington,1.5,15,41,71,346
2330,20009,90.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,5,222,3,3,Washington,2.0,0,0,0,0
2332,20009,80.0,4,1.0,0.0,2.0,Real Bed,f,f,Apartment,strict,f,1,1,1,6,Washington,2.0,0,0,0,25
2334,20009,125.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,2,16,5,Washington,3.0,0,0,0,272
2335,20009,199.0,6,1.0,2.0,4.0,Real Bed,f,t,Apartment,strict,f,4,4,0,1,Washington,1.5,17,37,67,342
2336,20009,115.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,3.0,0,0,0,37
2337,20009,125.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,t,1,1,0,1,Washington,2.0,16,46,76,90
2338,20009,168.0,3,1.5,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,5,2,Washington,3.0,15,45,75,350
2340,20009,150.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,2,2,Washington,2.0,0,0,0,152
2342,20009,75.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,6,2,"Washington, D.C.",2.0,19,49,79,354
2343,20009,163.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,2,Washington,2.5,0,3,3,72
2346,20009,200.0,4,1.0,2.0,3.0,Real Bed,f,t,Condominium,moderate,t,1,1,3,1,Washington,1.3333333333333333,9,28,52,294
2347,20009,150.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,18,2,Washington,4.0,28,58,88,88
2348,20009,138.0,3,1.0,0.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,68,2,Washington,1.5,5,5,5,9
2349,20009,90.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,1,2,Washington,4.0,0,0,0,94
2350,20009,100.0,1,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,14,Washington,1.0,0,0,0,220
2351,20008,115.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,t,6,7,37,1,Washington,2.0,9,35,65,324
2352,20009,246.0,8,2.0,3.0,5.0,Real Bed,f,t,Apartment,strict,f,7,8,0,4,Washington,1.6,6,32,62,337
2353,20009,199.0,6,1.0,2.0,4.0,Real Bed,f,t,Apartment,strict,f,6,6,0,1,Washington,1.5,12,32,62,337
2356,20009,139.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,6,2,Washington,2.0,0,27,57,332
2357,20008,550.0,8,2.5,3.0,4.0,Real Bed,f,t,House,strict,f,27,30,8,3,Washington,2.0,7,22,52,320
2359,20009,250.0,7,2.0,3.0,3.0,Real Bed,f,f,Apartment,flexible,f,2,2,1,2,Washington,2.3333333333333335,0,0,0,139
2360,20009,199.0,6,2.0,2.0,4.0,Real Bed,f,f,Apartment,strict,f,4,4,0,1,Washington,1.5,14,40,70,345
2361,20010,129.0,6,1.0,1.0,4.0,Real Bed,t,t,Apartment,strict,f,1,1,118,2,Washington,1.5,9,34,64,332
2362,20009,99.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,16,6,Washington,4.0,0,0,0,275
2363,20009,128.0,4,1.0,2.0,2.0,Real Bed,f,f,Apartment,moderate,f,1,1,9,1,Washington,2.0,0,0,0,111
2364,20008,210.0,6,1.0,2.0,3.0,Real Bed,f,t,Apartment,flexible,t,2,2,5,2,Washington,2.0,1,10,23,147
2365,20009,119.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,2,1,3,Washington,4.0,13,38,68,72
2366,20009,95.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,2,1,Washington,2.0,0,0,0,139
2367,20009,120.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,108,2,Washington,2.0,22,44,74,349
2368,20009,90.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,18,2,Washington,2.0,0,0,0,275
2369,20009,115.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,4,2,Washington,2.0,0,0,0,275
2373,20009,175.0,3,1.0,0.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,5,1,Washington,3.0,23,48,78,353
2374,20009,101.0,2,1.0,1.0,1.0,Airbed,f,f,Apartment,flexible,f,2,2,0,1,Washington,2.0,30,60,90,365
2376,20009,170.0,3,1.0,1.0,1.0,Real Bed,t,t,Apartment,moderate,t,1,1,49,3,Washington,3.0,0,3,10,19
2377,20009,159.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,strict,f,4,4,0,1,Washington,2.0,10,40,70,345
2378,20009,200.0,3,1.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,6,1,Washington,1.5,6,12,33,33
2379,20009,139.0,2,1.0,1.0,1.0,Real Bed,f,f,Condominium,flexible,t,1,1,0,2,Washington,2.0,1,31,61,151
2380,20009,275.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,11,1,Washington,3.0,21,51,81,356
2382,20009,97.0,2,1.0,1.0,1.0,Real Bed,f,t,Loft,strict,f,1,1,2,3,Washington,2.0,0,0,0,199
2383,20009,110.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,1,1,Washington,2.0,3,8,13,47
2384,20009,169.0,3,2.0,2.0,3.0,Real Bed,t,f,Apartment,strict,f,2,2,34,3,Washington,1.0,17,44,74,74
2391,20009,95.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,2,2,46,2,Washington,2.0,26,56,86,361
2392,20009,159.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,12,3,Washington,2.0,20,50,80,80
2393,20009,150.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,3,3,Washington,2.0,30,60,90,365
2395,20009,101.0,2,1.0,1.0,1.0,Airbed,f,f,Apartment,strict,f,2,2,0,2,Washington,2.0,30,60,90,365
2396,20009,149.0,1,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,1.0,30,60,90,365
2399,20009,99.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,1,3,Washington,3.0,0,0,0,273
2400,20009,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,3,3,Washington,2.0,17,33,63,338
2401,20009,120.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,7,2,Washington,2.0,0,0,0,220
2402,20009,180.0,5,1.0,2.0,5.0,Real Bed,f,t,Apartment,strict,f,1,1,4,3,Washington,1.0,6,32,62,337
2403,20009,115.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,1,1,0,2,Washington,3.0,0,0,24,299
2405,20009,399.0,6,2.5,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,2,2,1,2,Washington,3.0,30,60,90,365
2406,20009,185.0,4,2.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,3,3,2,1,Washington,2.0,27,57,87,87
2408,20009,209.0,3,2.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,9,3,Washington,1.5,1,5,14,17
2409,20009,139.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,9,3,Washington,3.0,0,0,0,119
2410,20009,125.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,6,1,Washington,2.0,14,44,74,349
2411,20009,165.0,3,2.0,2.0,2.0,Real Bed,f,t,House,strict,f,1,1,0,3,Washington,1.5,0,0,0,273
2412,20009,108.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,5,5,0,4,Washington,3.0,6,19,49,324
2413,20008,120.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,21,3,Washington,3.0,2,13,43,318
2414,20009,150.0,3,2.0,2.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,3.0,8,8,8,80
2415,20009,295.0,4,2.0,2.0,2.0,Real Bed,f,f,Apartment,strict,f,1,1,31,4,Washington,2.0,22,47,77,352
2416,20009,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Condominium,flexible,f,1,2,8,2,Washington,2.0,0,0,26,301
2417,20009,225.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,1,1,Washington,2.5,2,6,6,31
2419,20009,119.0,3,1.0,1.0,1.0,Real Bed,t,t,Apartment,moderate,f,2,2,0,1,Washington,3.0,1,1,31,217
2421,20009,139.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,17,2,Washington,3.0,0,0,13,288
2423,20009,82.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,11,3,Washington,2.0,11,25,51,326
2424,20009,160.0,9,2.0,2.0,6.0,Real Bed,f,t,Apartment,strict,f,1,2,43,1,Washington,1.5,4,26,56,209
2425,20009,100.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,1,3,Washington,4.0,0,0,0,92
2426,20009,125.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,7,2,Washington,2.0,0,0,0,275
2427,20009,130.0,6,2.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,6,1,Washington,3.0,25,25,25,263
2428,20009,150.0,6,1.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,15,2,Washington,3.0,6,6,19,292
2429,20009,90.0,4,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,3,Washington,4.0,14,14,14,89
2430,20009,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,19,4,Washington,2.0,10,25,47,47
2431,20009,105.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,3,1,Washington,3.0,8,16,42,317
2432,20009,125.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,4,3,Washington,3.0,0,7,20,260
2433,20009,85.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,0,4,"Washington, D.C.",2.0,0,12,38,313
2434,20008,275.0,5,1.0,1.0,3.0,Real Bed,f,t,Apartment,strict,f,27,30,9,3,Washington,1.6666666666666667,3,29,55,310
2438,20009,60.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,0,7,Washington,2.0,7,32,32,280
2439,20008,125.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,2,Washington,3.0,1,31,61,61
2440,20009,170.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,24
2441,20009,102.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,29,3,Washington,2.0,2,16,29,283
2442,20009,120.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,6,2,Washington,2.0,6,23,53,328
2443,20008,115.0,2,1.0,0.0,1.0,Futon,f,t,Apartment,moderate,f,1,1,30,1,Washington,2.0,11,35,65,339
2444,20009,117.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,5,222,5,3,Washington,2.0,0,0,0,0
2445,20009,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,8,1,Washington,2.0,0,0,0,76
2446,20009,199.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,flexible,f,2,2,0,1,Washington,2.0,0,0,8,10
2448,20009,85.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,3,1,Washington,4.0,0,0,0,60
2449,20009,135.0,2,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,39,1,Washington,1.0,24,54,84,359
2451,20009,150.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,2,2,12,1,Washington,2.0,22,52,82,357
2453,20009,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Adams Morgan,2.0,0,0,0,0
2454,20009,83.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,3,2,Washington,2.0,6,6,6,65
2457,20009,99.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,5,Washington,2.0,0,0,0,154
2460,20009,165.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,4,4,50,2,Washington,3.0,0,30,60,335
2461,20009,159.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,4,4,0,1,Washington,2.0,6,24,24,243
2463,20009,99.0,2,1.0,0.0,2.0,Real Bed,f,t,Apartment,flexible,t,1,1,5,2,Washington,1.0,0,5,5,5
2464,20009,130.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,2,4,2,Washington,2.0,2,2,12,284
2465,20009,225.0,4,2.0,2.0,3.0,Real Bed,f,f,Condominium,strict,f,1,1,1,1,Washington,1.3333333333333333,6,36,66,341
2466,20009,150.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,4,1,Washington,2.0,2,32,62,337
2467,20009,125.0,4,1.0,1.0,2.0,Real Bed,f,t,House,flexible,t,2,2,49,3,Washington,2.0,19,49,79,354
2468,20009,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,0,1,Washington,2.0,18,45,75,350
2469,20009,225.0,2,1.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,3,4,Washington,1.0,0,0,7,126
2470,20009,105.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,3,4,Washington,2.0,0,0,0,225
2474,20009,168.0,4,1.5,2.0,2.0,Real Bed,t,t,Apartment,moderate,f,1,1,22,2,Washington,2.0,0,0,0,154
2475,20009,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,2,2,38,1,Washington,2.0,0,0,0,238
2476,20008,209.0,2,1.5,1.0,1.0,Real Bed,f,t,Apartment,super_strict_30,f,5,480,7,4,Washington,2.0,29,59,89,364
2477,20009,100.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,5,5,1,10,Washington,3.0,10,10,26,301
2478,20009,102.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,3,2,Washington,3.0,0,0,0,275
2479,20009,200.0,3,2.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,1.5,0,15,45,320
2480,20009,75.0,4,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,6,4,Washington,4.0,1,1,1,1
2481,20008,127.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,14,Washington,2.0,0,0,0,55
2482,20009,180.0,4,1.0,2.0,2.0,Real Bed,f,f,Apartment,strict,f,1,1,26,10,Washington,2.0,0,0,0,153
2483,20009,200.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,0,1,Washington,3.0,26,56,86,361
2484,20009,120.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,4,2,Washington,2.0,2,22,52,52
2487,20008,75.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,3,1,Washington,2.0,0,0,0,48
2488,20009,135.0,6,1.0,2.0,3.0,Real Bed,f,t,Apartment,strict,t,1,1,154,1,Washington,2.0,21,48,78,353
2489,20009,120.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,10,1,Washington,3.0,0,0,0,0
2492,20008,185.0,4,1.5,2.0,3.0,Real Bed,f,t,House,strict,f,3,3,38,1,Washington,1.3333333333333333,16,46,76,351
2493,20009,160.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,9,7,Washington,2.0,3,24,53,328
2494,20009,189.0,6,1.0,2.0,4.0,Real Bed,f,f,Apartment,strict,f,4,4,0,1,Washington,1.5,15,35,65,340
2495,20009,99.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,15,2,Washington,3.0,4,4,8,25
2497,20009,125.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,8,3,Washington,4.0,0,4,16,268
2499,20009,155.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,14,3,Washington,4.0,0,0,0,238
2500,20009,150.0,3,2.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,0,14,Washington,1.5,14,44,74,349
2501,20009,80.0,3,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,8,1,Washington,3.0,0,0,0,169
2502,20008,110.0,4,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,f,3,4,57,1,Washington,4.0,13,39,69,69
2503,20009,130.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,5,222,4,3,Washington,2.0,0,0,0,0
2504,20001,99.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,35,2,Washington,2.0,0,0,0,0
2510,20001,70.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,4.0,3,3,3,3
2516,20001,149.0,6,1.0,2.0,5.0,Real Bed,f,t,Apartment,strict,f,4,4,32,1,Washington,1.2,3,17,40,315
2518,20002,110.0,2,1.0,0.0,1.0,Real Bed,f,t,House,moderate,f,1,1,14,2,Washington,2.0,0,0,26,301
2519,20001,139.0,4,1.0,2.0,2.0,Real Bed,f,t,Townhouse,flexible,f,2,2,6,2,Washington,2.0,17,47,77,352
2520,20001,150.0,5,1.0,1.0,4.0,Real Bed,f,t,Apartment,strict,f,18,26,44,1,Washington,1.25,13,41,71,346
2522,20001,134.0,6,1.0,2.0,3.0,Real Bed,f,t,Apartment,moderate,f,2,2,29,2,Washington,2.0,5,27,57,332
2526,20002,90.0,2,1.0,1.0,1.0,Real Bed,f,t,Townhouse,flexible,t,1,1,6,2,Washington,2.0,11,37,67,107
2530,20001,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,6,2,Washington,2.0,9,39,69,69
2531,20002,85.0,3,1.0,1.0,1.0,Pull-out Sofa,f,f,House,moderate,f,1,1,51,3,Washington,3.0,13,43,73,73
2534,20002,109.0,4,1.0,1.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,40,2,Washington,4.0,10,32,62,234
2535,20002,275.0,1,1.0,1.0,1.0,Real Bed,f,f,Condominium,flexible,f,1,1,0,2,Washington,1.0,0,0,0,0
2536,20001,290.0,5,2.5,3.0,3.0,Real Bed,f,t,House,strict,f,1,1,31,3,Washington,1.6666666666666667,8,21,51,316
2537,20002,175.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,4,2,Washington,2.0,9,39,69,344
2539,20001,350.0,6,2.5,3.0,3.0,Real Bed,f,t,House,flexible,t,1,1,0,3,Washington,2.0,14,14,14,14
2542,20001,150.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,27,30,11,3,Washington,2.0,20,50,80,355
2544,20001,199.0,8,2.5,2.0,4.0,Real Bed,f,t,House,strict,f,3,9,15,2,Washington,2.0,3,14,28,300
2545,20001,104.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,44,1,Washington,2.0,5,35,65,340
2546,20002,115.0,4,1.0,1.0,2.0,Real Bed,t,t,Apartment,moderate,f,1,1,59,2,Washington,2.0,0,0,18,245
2548,20002,112.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,53,2,Washington,4.0,6,31,61,336
2549,20001,149.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,7,14,Washington,3.0,0,29,59,334
2550,20001,200.0,4,1.0,1.0,3.0,Real Bed,f,t,Apartment,flexible,f,2,2,1,1,Washington,1.3333333333333333,30,60,90,365
2551,20001,120.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,2,4,2,Washington,1.0,0,0,23,298
2552,20002,200.0,4,1.0,2.0,2.0,Real Bed,f,f,Apartment,flexible,f,2,2,0,1,Washington,2.0,0,0,12,287
2553,20001,209.0,5,2.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,26,5,Washington,2.5,1,31,61,336
2555,20002,120.0,4,1.0,2.0,2.0,Real Bed,f,f,Apartment,moderate,f,3,3,10,1,Washington,2.0,30,60,90,365
2556,20001,150.0,4,1.5,2.0,2.0,Real Bed,f,t,House,flexible,f,1,1,1,3,Washington,2.0,0,0,0,274
2557,20001,95.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,flexible,f,2,2,0,1,Washington,2.0,26,56,86,361
2558,20002,110.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,2,Washington,1.0,13,38,68,343
2559,20002,122.0,3,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,69,2,Washington,3.0,4,8,12,233
2561,20002,650.0,7,3.5,3.0,4.0,Real Bed,f,t,House,flexible,t,1,1,0,1,Washington,1.75,30,60,90,365
2564,20001,149.0,2,1.0,2.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,2,3,3,Washington,1.0,0,0,16,291
2565,20001,140.0,6,2.5,2.0,2.0,Real Bed,f,f,House,flexible,f,1,1,7,1,Washington,3.0,0,0,0,55
2566,20001,168.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,14,2,Washington,2.0,20,50,80,355
2567,20002,189.0,8,2.5,3.0,3.0,Real Bed,f,t,Condominium,moderate,t,1,1,0,2,Washington,2.6666666666666665,0,0,0,247
2570,20002,179.0,4,2.5,2.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,28,2,Washington,2.0,0,0,11,286
2572,20017,95.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,f,3,3,43,2,Washington,2.0,0,16,46,136
2575,20002,60.0,2,1.0,1.0,2.0,Real Bed,f,f,Apartment,strict,t,1,1,0,1,Washington,1.0,10,10,10,10
2579,20002,135.0,3,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,5,1,Washington,3.0,20,50,80,355
2582,20001,75.0,2,1.0,1.0,1.0,Futon,f,t,Apartment,flexible,f,2,2,68,2,Washington,2.0,3,3,13,273
2583,20002,98.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,2,2,4,1,Washington,2.0,6,6,6,47
2585,20017,500.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
2588,20002,249.0,6,2.5,3.0,3.0,Real Bed,f,t,House,strict,f,2,2,4,3,Washington,2.0,0,8,16,213
2593,20002,55.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,3,2,Washington,2.0,0,0,13,13
2594,20002,75.0,2,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,5,Washington,1.0,0,0,24,299
2595,20017,100.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,t,1,1,3,1,Washington,3.0,4,19,32,296
2596,20017,400.0,4,1.0,2.0,2.0,Real Bed,f,t,House,moderate,f,1,1,0,2,Washington,2.0,0,0,0,5
2600,20002,165.0,6,2.0,2.0,3.0,Real Bed,f,f,Apartment,strict,f,2,2,33,2,Washington,2.0,13,40,68,343
2601,20001,115.0,6,1.0,2.0,3.0,Real Bed,f,t,Apartment,flexible,t,1,1,24,1,Washington,2.0,0,7,23,290
2604,20017,2000.0,8,2.0,2.0,4.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,0
2605,20017,90.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,13,2,Washington,2.0,20,50,80,355
2606,20002,150.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,1,Washington,4.0,0,0,5,277
2608,20001,250.0,8,3.5,4.0,3.0,Real Bed,f,t,House,flexible,f,1,9,18,1,Washington,2.6666666666666665,22,52,82,357
2610,20002,90.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,4,2,Washington,2.0,0,0,20,295
2611,20001,110.0,3,1.0,1.0,2.0,Real Bed,t,t,House,moderate,f,2,2,39,1,"Washington, D.C.",1.5,15,45,75,350
2614,20001,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Townhouse,moderate,f,1,1,1,2,Washington,2.0,0,0,0,91
2615,20017,500.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,0,1,Washington,2.0,0,0,0,76
2616,20002,400.0,5,1.0,2.0,2.0,Real Bed,f,t,Other,flexible,f,1,1,6,1,Washington,2.5,29,59,89,364
2617,20002,285.0,8,1.5,4.0,4.0,Real Bed,f,t,House,moderate,f,4,4,12,2,Washington,2.0,5,35,65,340
2619,20002,99.0,4,1.0,2.0,3.0,Real Bed,t,t,Apartment,moderate,f,1,2,23,2,Washington,1.3333333333333333,0,0,0,258
2620,20002,125.0,4,1.5,2.0,2.0,Real Bed,f,f,House,moderate,f,1,1,2,5,Washington,2.0,0,0,0,216
2622,20017,120.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,2,Washington,3.0,0,3,33,33
2623,20002,130.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,1,1,Washington,2.0,30,60,90,365
2625,20017,250.0,6,2.5,2.0,2.0,Real Bed,f,t,House,strict,f,1,1,0,1,Washington,3.0,0,0,0,0
2626,20001,80.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,t,2,2,0,1,Washington,1.5,21,21,21,21
2627,20002,105.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,1,Washington,1.5,10,40,70,345
2628,20017,99.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,strict,f,3,3,61,1,Washington,2.0,14,40,70,160
2630,20002,146.0,4,1.5,3.0,2.0,Real Bed,f,t,House,moderate,f,1,1,8,1,Washington,2.0,0,0,4,50
