,zipcode,price,accommodates,bathrooms,bedrooms,beds,bed_type,host_is_superhost,host_identity_verified,property_type,cancellation_policy,instant_bookable,calculated_host_listings_count,host_total_listings_count,number_of_reviews,minimum_nights,city,comfort,availability_30,availability_60,availability_90,availability_365
2008,20002,70.0,6,1.5,2.0,2.0,Real Bed,f,t,House,moderate,f,1,1,7,1,Washington,3.0,1,6,6,6
2009,20002,350.0,6,2.5,3.0,3.0,Real Bed,f,f,Townhouse,moderate,f,3,3,0,3,Washington,2.0,1,30,30,30
2010,20002,195.0,7,1.5,3.0,5.0,Real Bed,f,t,House,strict,t,1,1,1,2,Washington,1.4,8,18,39,129
2011,20002,105.0,3,1.0,1.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,35,2,Washington,3.0,8,28,47,308
2013,20002,93.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,2,2,1,1,Washington,2.0,13,42,72,72
2014,20002,130.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,2,1,Washington,2.0,0,0,0,69
2015,20002,135.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,2,2,13,1,Washington,2.0,2,27,57,310
2016,20002,130.0,4,1.0,1.0,2.0,Real Bed,t,f,House,moderate,t,1,2,0,2,Washington,2.0,13,37,67,342
2017,20002,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,34,1,Washington,2.0,2,16,44,310
2018,20002,135.0,2,1.0,0.0,1.0,Real Bed,t,t,House,moderate,t,1,1,65,2,Washington,2.0,3,33,63,90
2019,20002,149.0,6,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,22,25,12,3,Washington,3.0,5,23,48,320
2020,20002,190.0,6,2.5,2.0,3.0,Real Bed,f,t,House,moderate,f,2,2,4,3,Washington,2.0,13,38,68,338
2021,20002,130.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,t,1,1,90,2,"Washington, D.C.",2.0,2,26,40,281
2022,20002,107.0,4,1.0,1.0,2.0,Real Bed,f,f,House,strict,t,2,2,3,3,Washington,2.0,4,34,64,339
2023,20002,100.0,3,1.0,2.0,2.0,Real Bed,f,f,House,flexible,t,1,1,10,1,Washington,1.5,6,6,6,249
2024,20002,159.0,6,1.0,2.0,2.0,Real Bed,f,t,Apartment,flexible,f,22,25,2,3,Washington,3.0,1,14,44,314
2025,20002,179.0,5,1.0,2.0,3.0,Real Bed,f,t,Apartment,flexible,f,3,3,195,3,Washington,1.6666666666666667,8,38,65,332
2026,20002,138.0,5,1.0,0.0,3.0,Real Bed,f,t,House,flexible,f,2,2,2,3,Washington,1.6666666666666667,5,26,56,308
2027,20002,140.0,5,1.5,2.0,2.0,Real Bed,f,f,Townhouse,flexible,f,1,1,1,2,Washington,2.5,7,36,66,341
2028,20002,150.0,4,1.0,2.0,2.0,Real Bed,f,f,House,strict,f,1,1,7,1,Washington,2.0,0,0,0,46
2029,20002,150.0,4,2.0,2.0,2.0,Real Bed,f,f,Apartment,moderate,f,2,2,20,1,Washington,2.0,7,36,66,341
2031,20003,150.0,2,1.0,1.0,3.0,Real Bed,f,f,Apartment,moderate,f,1,1,76,3,Washington,0.6666666666666666,11,37,62,337
2033,20002,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,23,2,Washington,2.0,2,17,40,308
2034,20002,100.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,7,1,Washington,2.0,6,11,34,307
2035,20002,230.0,6,2.5,1.0,2.0,Real Bed,f,f,House,strict,f,1,1,0,3,Washington,3.0,0,30,60,335
2036,20002,94.0,2,1.0,1.0,2.0,Real Bed,f,f,House,strict,f,2,2,5,2,Washington,1.0,4,4,15,290
2037,20002,110.0,2,1.0,1.0,1.0,Real Bed,t,f,Cabin,flexible,f,3,3,227,2,Washington,2.0,3,16,29,270
2040,20002,399.0,10,4.0,4.0,5.0,Real Bed,f,t,House,strict,f,29,32,0,4,Washington,2.0,12,42,72,347
2041,20002,290.0,8,1.5,3.0,4.0,Real Bed,f,f,Townhouse,strict,f,3,4,0,4,Washington,2.0,19,49,79,349
2043,20002,154.0,6,2.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,2,2,3,2,Washington,3.0,0,4,4,4
2044,20002,134.0,3,1.0,1.0,2.0,Real Bed,t,t,House,flexible,f,1,1,51,2,Washington,1.5,4,20,20,20
2046,20002,129.0,2,1.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,1,3,Washington,2.0,15,39,58,333
2047,20002,250.0,5,2.5,3.0,3.0,Real Bed,f,t,House,moderate,f,3,3,17,3,Washington,1.6666666666666667,2,28,46,321
2048,20002,179.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,29,32,25,3,Washington,2.0,5,33,63,338
2049,20002,115.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,1,Washington,2.0,0,0,0,0
2050,20002,89.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,9,2,Washington,2.0,2,5,5,277
2052,20002,89.0,2,1.0,1.0,1.0,Real Bed,t,f,Apartment,moderate,f,1,1,310,1,Washington,2.0,0,6,12,255
2053,20002,679.0,6,2.5,3.0,4.0,Real Bed,f,t,House,strict,f,5,5,2,3,Washington,1.5,28,58,88,178
2054,20002,150.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,4,5,0,3,Washington,2.0,14,44,74,349
2055,20002,220.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,3,1,Washington,3.0,0,0,0,274
2057,20002,129.0,3,1.0,1.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,41,2,Washington,3.0,0,0,0,68
2058,20002,120.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,10,2,Washington,2.0,0,0,0,27
2059,20002,125.0,6,1.5,2.0,3.0,Real Bed,f,t,House,moderate,f,1,1,0,2,Washington,2.0,14,44,74,164
2060,20002,125.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,85,2,Washington,2.0,12,32,62,330
2064,20002,95.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,t,1,1,13,2,Washington,3.0,6,30,55,330
2067,20002,285.0,8,2.5,3.0,8.0,Real Bed,f,t,House,moderate,f,1,1,9,2,Washington,1.0,0,0,0,93
2069,20002,100.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,5,11,1,Washington,4.0,0,0,26,301
2073,20002,2822.0,11,4.5,5.0,5.0,Real Bed,t,t,Apartment,strict,f,1,5,0,2,Washington,2.2,11,11,11,11
2083,20002,80.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,6,Washington,2.0,12,12,12,12
2084,20002,195.0,4,1.0,2.0,2.0,Real Bed,f,f,House,flexible,f,1,1,5,1,Washington,2.0,0,0,0,244
2085,20002,110.0,2,1.0,0.0,1.0,Real Bed,f,t,House,flexible,f,1,1,1,1,Washington,2.0,0,0,0,0
2086,20002,225.0,5,2.0,3.0,3.0,Real Bed,f,t,House,moderate,f,2,2,4,5,Washington,1.6666666666666667,2,32,62,64
2088,20002,250.0,6,1.5,3.0,3.0,Real Bed,f,t,House,moderate,f,1,1,2,1,"Washington, D.C.",2.0,0,0,0,123
2089,20002,95.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,2,2,14,2,Washington,1.5,3,28,58,333
2091,20002,225.0,6,3.0,3.0,3.0,Real Bed,t,t,House,moderate,f,3,4,11,6,Washington,2.0,0,0,0,154
2095,20002,149.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,t,2,2,34,1,Washington,2.0,12,33,62,336
2096,20002,250.0,6,1.5,3.0,3.0,Real Bed,f,f,House,strict,f,1,1,11,2,Washington,2.0,0,0,19,294
2097,20002,150.0,4,1.0,1.0,2.0,Real Bed,t,t,House,moderate,f,1,1,26,2,Washington,2.0,5,18,33,288
2098,20002,168.0,3,1.0,1.0,2.0,Real Bed,t,t,Apartment,moderate,f,1,1,47,2,Washington,1.5,5,28,56,140
2100,20002,80.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,1,3,Washington,2.0,0,0,0,0
2101,20002,80.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,2,2,1,1,Washington,1.5,14,43,73,73
2103,20002,125.0,5,1.5,2.0,3.0,Real Bed,f,t,House,moderate,f,1,1,0,6,Washington,1.6666666666666667,0,0,0,238
2104,20002,100.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,4,5,Washington,2.0,0,0,0,97
2105,20002,100.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,1,1,Washington,2.0,12,42,72,347
2106,20002,499.0,15,4.5,6.0,12.0,Real Bed,f,t,House,strict,t,1,6,0,2,Washington,1.25,0,20,44,134
2107,20002,195.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,41,49,2,3,Washington,4.0,29,59,89,364
2108,20002,100.0,4,2.5,1.0,2.0,Real Bed,f,f,Apartment,strict,f,1,1,1,3,Washington,2.0,0,6,36,311
2109,20002,125.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,t,1,1,8,1,Washington,2.0,0,0,0,68
2110,20002,145.0,4,1.0,1.0,2.0,Real Bed,t,t,Apartment,strict,f,1,1,142,2,Washington,2.0,3,24,39,255
2111,20002,175.0,2,1.0,0.0,1.0,Real Bed,t,f,House,flexible,f,2,2,141,3,Washington,2.0,0,17,22,22
2112,20002,199.0,6,1.0,3.0,3.0,Real Bed,f,t,House,flexible,f,3,4,0,1,Washington,2.0,4,34,64,339
2113,20002,75.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,3,3,12,1,Washington,3.0,3,3,3,277
2114,20002,130.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,14,14,14,14
2115,20002,150.0,5,2.0,1.0,1.0,Real Bed,f,t,House,moderate,f,1,1,3,1,Washington,5.0,4,7,10,282
2116,20002,220.0,5,1.5,2.0,2.0,Real Bed,f,f,House,flexible,f,2,2,3,1,Washington,2.5,28,58,68,224
2118,20002,115.0,5,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,43,1,Washington,5.0,3,33,63,338
2119,20002,119.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,22,25,3,3,Washington,2.0,18,48,78,353
2120,20002,225.0,4,2.5,2.0,2.0,Real Bed,f,t,House,moderate,f,1,1,36,3,Washington,2.0,18,44,74,349
2121,20002,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,28,3,Washington,2.0,6,35,35,306
2122,20002,124.0,3,1.0,1.0,2.0,Real Bed,t,t,Apartment,moderate,f,1,1,25,2,Washington,1.5,2,10,37,303
2125,20002,149.0,3,1.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,1,2,Washington,1.5,0,0,0,275
2126,20002,99.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,6,4,Washington,2.0,15,45,75,106
2127,20002,95.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,1,1,1,5,Washington,2.0,0,0,0,274
2128,20002,126.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,2,1,1,Washington,2.0,0,0,25,300
2130,20002,299.0,6,2.5,2.0,3.0,Real Bed,f,t,House,strict,f,27,30,17,3,Washington,2.0,7,23,49,324
2133,20002,179.0,6,1.0,2.0,4.0,Real Bed,t,t,House,strict,f,1,2,96,1,Washington,1.5,12,13,13,178
2135,20002,125.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,29,1,Washington,3.0,0,0,0,182
2136,20002,180.0,2,1.0,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,4,2,Washington,2.0,27,57,87,362
2140,20002,80.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,5,3,Washington,2.0,0,0,0,75
2141,20002,300.0,4,2.5,2.0,2.0,Real Bed,f,f,Bed & Breakfast,flexible,f,3,3,0,1,Washington,2.0,30,60,90,365
2143,20002,250.0,6,1.0,3.0,3.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,12,42,72,347
2144,20002,199.0,6,1.0,3.0,3.0,Real Bed,f,t,Apartment,flexible,f,22,25,9,3,Washington,2.0,9,23,43,299
2146,20002,105.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,2,1,Washington,2.0,0,0,0,134
2147,20002,150.0,4,1.0,2.0,2.0,Real Bed,f,t,House,strict,f,3,3,0,3,Washington,2.0,30,60,90,365
2148,20002,125.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,4,2,Washington,3.0,0,0,14,17
2149,20002,85.0,2,1.0,0.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,45,2,Washington,2.0,0,0,3,240
2150,20002,225.0,6,1.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,41,49,4,3,Washington,3.0,29,59,89,364
2152,20002,150.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,3.0,0,0,0,85
2153,20002,85.0,4,1.0,1.0,2.0,Real Bed,f,t,House,moderate,f,1,1,71,2,Washington,2.0,0,0,0,87
2155,20002,120.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,flexible,f,1,1,16,1,Washington,2.0,2,13,21,292
2159,20002,149.0,2,1.0,1.0,2.0,Real Bed,t,t,House,moderate,f,1,1,15,2,Washington,1.0,8,38,68,68
2160,20002,115.0,5,1.0,1.0,2.0,Real Bed,t,t,Apartment,flexible,f,1,1,37,1,Washington,2.5,6,26,56,331
2161,20002,105.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,t,1,1,7,1,Washington,3.0,0,24,53,325
2163,20002,250.0,4,2.0,2.0,2.0,Real Bed,f,t,House,moderate,f,1,1,7,4,Washington,2.0,17,47,72,347
2164,20002,125.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,2,2,Washington,2.0,0,0,0,0
2166,20002,180.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,2,10,1,Washington,3.0,14,39,69,340
2168,20002,135.0,2,1.5,1.0,1.0,Real Bed,f,t,House,flexible,f,1,1,4,1,Washington,2.0,0,0,0,0
2169,20002,95.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,19,1,Washington,2.0,19,46,76,351
2170,20002,145.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,5,3,Washington,2.0,6,12,12,136
2172,20002,160.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,6,1,Washington,3.0,7,13,13,236
2175,20002,50.0,2,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,1.0,0,0,0,108
2176,20002,135.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,moderate,t,1,1,14,2,Washington,2.0,8,38,68,343
2178,20002,148.0,2,1.5,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,5,1,Washington,2.0,0,5,14,223
2180,20002,300.0,6,2.5,2.0,3.0,Real Bed,t,t,House,moderate,f,3,4,39,4,Washington,2.0,15,31,53,328
2181,20002,85.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,2.0,1,1,1,61
2188,20002,199.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,strict,t,5,5,80,3,Washington,2.0,12,38,53,133
2192,20002,300.0,7,3.5,3.0,3.0,Real Bed,f,t,House,moderate,f,2,2,8,3,Washington,2.3333333333333335,0,19,39,264
2193,20002,108.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,3,Washington,2.0,7,27,57,57
2194,20002,190.0,7,1.5,2.0,3.0,Real Bed,f,t,House,flexible,f,1,1,2,3,Washington,2.3333333333333335,0,0,0,272
2195,20002,105.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,2,2,58,2,Washington,2.0,2,32,56,331
2196,20002,129.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,t,1,2,15,2,Washington,2.0,7,14,44,319
2197,20002,135.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,23,2,Washington,1.5,25,55,85,360
2198,20002,125.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,19,3,Washington,2.0,19,49,79,354
2199,20002,100.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,3,1,Washington,3.0,0,0,29,304
2201,20002,178.0,9,2.5,3.0,4.0,Real Bed,f,f,House,strict,t,2,2,4,3,Washington,2.25,13,33,63,327
2202,20002,125.0,3,1.0,2.0,2.0,Real Bed,f,t,House,moderate,f,1,1,7,3,Washington,1.5,11,41,71,346
2204,20002,86.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,5,2,Washington,2.0,0,0,0,119
2206,20002,114.0,4,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,0,2,Washington,4.0,5,22,52,327
2207,20002,165.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,strict,f,1,1,1,5,Washington,2.0,0,0,0,49
2212,20002,105.0,4,1.5,2.0,2.0,Real Bed,f,t,House,moderate,f,1,1,8,4,Washington,2.0,0,0,0,102
2215,20002,135.0,4,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,t,1,1,111,1,Washington,4.0,8,24,52,327
2216,20002,180.0,6,2.5,2.0,4.0,Real Bed,f,t,House,strict,f,2,2,29,3,Washington,1.5,27,57,87,362
2217,20002,160.0,4,1.0,2.0,3.0,Real Bed,f,t,House,strict,f,2,2,3,3,"Washington, D.C.",1.3333333333333333,0,8,18,285
2218,20002,149.0,5,1.0,2.0,3.0,Real Bed,f,t,Apartment,flexible,f,22,25,6,3,Washington,1.6666666666666667,11,36,66,336
2219,20002,249.0,3,1.0,1.0,1.0,Airbed,f,t,Apartment,moderate,f,1,1,1,1,Washington,3.0,0,0,20,295
2220,20002,149.0,4,1.0,2.0,2.0,Real Bed,f,f,Apartment,strict,f,1,2,8,1,Washington,2.0,24,54,84,359
2222,20002,149.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,29,32,6,4,Washington,2.0,2,2,4,4
2225,20002,179.0,4,1.0,1.0,2.0,Real Bed,f,f,House,moderate,t,1,1,15,2,Washington,2.0,19,44,74,349
2226,20002,159.0,4,1.0,1.0,3.0,Real Bed,t,f,Apartment,strict,f,2,2,20,2,Washington,1.3333333333333333,3,22,46,291
2227,20002,220.0,2,1.0,1.0,1.0,Real Bed,t,t,Apartment,flexible,f,1,2,23,2,Washington,2.0,17,47,77,352
2228,20002,117.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,6,2,Washington,3.0,0,0,0,262
2229,20002,84.0,4,1.0,2.0,2.0,Real Bed,f,t,House,flexible,f,1,1,1,2,Washington,2.0,0,14,28,30
2231,20002,175.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,strict,f,41,49,3,3,Washington,2.0,26,56,86,361
2234,20002,234.0,6,1.5,2.0,2.0,Real Bed,f,t,House,strict,f,22,25,7,3,Washington,3.0,9,29,59,334
2236,20002,129.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,2,2,10,1,Washington,2.0,6,26,52,321
2237,20002,194.0,10,1.5,2.0,4.0,Real Bed,f,t,House,flexible,f,2,2,70,2,Washington,2.5,5,22,50,140
2238,20002,75.0,2,1.0,1.0,1.0,Real Bed,f,f,House,flexible,f,1,1,0,1,Washington,2.0,25,55,85,360
2239,20002,80.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,8,3,Washington,2.0,6,20,50,50
2240,20002,225.0,9,2.0,3.0,3.0,Real Bed,f,t,House,strict,f,22,25,2,3,Washington,3.0,14,38,64,339
2242,20002,300.0,6,2.5,3.0,4.0,Real Bed,f,t,House,moderate,f,1,1,8,2,Washington,1.5,0,8,25,115
2243,20002,130.0,5,1.0,1.0,3.0,Real Bed,f,t,House,flexible,f,1,1,51,2,Washington,1.6666666666666667,4,16,34,306
2246,20002,245.0,6,2.5,2.0,3.0,Real Bed,f,f,House,strict,f,1,1,0,7,Washington,2.0,0,0,0,52
2247,20002,95.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,98,2,Washington,4.0,2,3,32,295
2248,20002,140.0,8,1.0,2.0,5.0,Real Bed,f,t,House,moderate,t,1,1,6,2,Washington,1.6,7,29,59,149
2251,20002,115.0,3,1.0,1.0,1.0,Real Bed,t,t,Apartment,moderate,f,1,1,15,2,Washington,3.0,0,0,0,157
2252,20002,225.0,5,1.0,2.0,2.0,Real Bed,f,t,House,strict,f,1,1,0,1,Washington,2.5,0,0,0,40
2254,20002,250.0,6,1.0,2.0,5.0,Real Bed,f,t,Apartment,strict,f,41,49,10,3,Washington,1.2,29,59,89,364
2256,20002,150.0,6,1.5,2.0,2.0,Real Bed,f,t,House,flexible,f,1,1,6,3,Washington,3.0,0,30,60,335
2257,20002,129.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,t,1,1,8,2,Washington,3.0,11,41,71,346
2258,20002,225.0,4,2.5,2.0,2.0,Real Bed,f,t,House,moderate,f,1,1,16,2,Washington,2.0,0,0,25,300
2259,20002,300.0,5,2.5,2.0,2.0,Real Bed,f,t,House,strict,f,4,5,0,2,Washington,2.5,25,55,85,360
2260,20002,95.0,6,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,1,1,Washington,3.0,0,0,21,22
2261,20002,125.0,4,1.0,1.0,2.0,Real Bed,t,t,Apartment,strict,f,1,1,23,3,Washington,2.0,8,32,62,62
2262,20002,185.0,4,1.0,2.0,2.0,Real Bed,f,f,Apartment,moderate,f,3,3,0,3,Washington,2.0,29,29,29,29
2264,20002,198.0,4,2.0,2.0,2.0,Real Bed,f,t,House,moderate,f,2,2,1,1,Washington,2.0,8,35,64,332
2265,20002,120.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,75,2,Washington,2.0,2,22,44,289
2267,20002,260.0,8,2.5,3.0,4.0,Real Bed,f,t,House,strict,t,1,1,38,3,Washington,2.0,1,18,38,227
2272,20009,100.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,moderate,t,1,1,1,2,Washington,2.0,20,40,70,345
2275,20009,115.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,7,8,6,4,Washington,2.0,4,34,64,339
2276,20009,165.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,21,1,Washington,3.0,8,17,46,321
2277,20009,108.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,moderate,f,1,1,4,1,"Washington, D.C.",3.0,1,1,11,281
2278,20009,165.0,2,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,5,5,3,3,Washington,2.0,0,0,0,124
2280,20009,119.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,strict,f,4,4,0,1,Washington,2.0,15,41,71,346
2281,20009,85.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,0,1,Washington,2.0,0,0,0,61
2282,20008,93.0,3,1.0,0.0,2.0,Real Bed,f,f,Apartment,moderate,f,1,1,3,6,Washington,1.5,0,0,0,225
2283,20009,108.0,4,1.0,0.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,30,2,Washington,2.0,0,0,0,153
2284,20009,126.0,4,1.0,0.0,2.0,Real Bed,t,t,Apartment,moderate,t,3,3,26,1,Washington,2.0,5,19,49,324
2286,20009,100.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,9,2,Washington,2.0,0,30,60,335
2287,20009,82.0,2,1.0,0.0,1.0,Real Bed,f,f,Apartment,flexible,f,1,1,2,1,Washington,2.0,4,22,52,56
2289,20009,110.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,1,3,Washington,2.0,0,12,42,317
2291,20009,149.0,5,1.0,1.0,2.0,Real Bed,f,t,Apartment,flexible,f,1,1,3,1,Washington,2.5,0,0,0,0
2293,20009,105.0,3,1.0,1.0,2.0,Real Bed,f,t,Apartment,strict,f,1,1,15,1,Washington,1.5,4,26,56,331
2294,20008,91.0,4,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,3,4,0,1,Washington,4.0,13,39,69,69
2295,20009,209.0,6,2.0,2.0,4.0,Real Bed,f,t,Apartment,strict,f,6,6,1,1,Washington,1.5,12,34,64,339
2297,20009,124.0,4,1.0,2.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,3,37,2,Washington,2.0,7,17,45,310
2300,20009,149.0,4,2.0,2.0,2.0,Real Bed,f,t,Apartment,strict,f,8,8,2,1,Washington,2.0,20,39,68,342
2301,20009,146.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,33,1,Washington,2.0,0,30,60,335
2302,20009,190.0,6,2.5,2.0,2.0,Real Bed,t,t,Apartment,moderate,f,1,1,35,2,Washington,3.0,14,32,62,147
2303,20009,145.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,6,3,Washington,2.0,15,41,71,71
2304,20009,185.0,6,2.0,2.0,3.0,Real Bed,f,t,Apartment,strict,f,1,1,8,6,Washington,2.0,0,11,23,26
2305,20009,140.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,t,1,1,10,1,Washington,3.0,0,0,24,279
2306,20009,130.0,4,1.0,1.0,1.0,Real Bed,f,t,Apartment,strict,f,3,3,1,2,Washington,4.0,30,30,30,204
2307,20009,149.0,4,1.0,1.0,2.0,Real Bed,f,t,Apartment,moderate,f,1,1,17,14,Washington,2.0,0,0,0,0
2309,20008,160.0,2,1.0,1.0,1.0,Real Bed,f,t,House,strict,f,1,1,16,2,Washington,2.0,3,13,37,312
2310,20009,99.0,4,1.0,1.0,2.0,Real Bed,f,f,House,flexible,f,1,1,3,1,Washington,2.0,2,6,6,6
2311,20009,117.0,3,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,3,1,Washington,3.0,0,18,48,323
2312,20009,100.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,5,5,1,5,Washington,3.0,7,9,39,314
2313,20009,93.0,3,1.0,0.0,2.0,Real Bed,f,t,Apartment,strict,f,7,8,0,4,Washington,1.5,6,33,63,188
2315,20009,150.0,2,1.0,1.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,22,2,Washington,2.0,23,53,83,173
2316,20009,129.0,4,1.0,1.0,2.0,Real Bed,f,f,Apartment,strict,f,4,4,0,1,Washington,2.0,13,38,68,343
2317,20008,95.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,strict,f,1,1,20,2,Washington,2.0,11,41,71,318
2318,20009,140.0,3,1.0,1.0,1.0,Real Bed,f,f,Apartment,moderate,f,5,5,4,3,Washington,3.0,0,0,16,212
2320,20009,100.0,2,1.0,0.0,1.0,Real Bed,f,t,Apartment,flexible,f,1,1,8,1,Washington,2.0,0,0,10,10
